ArcGISPro,CitySim,GRASS GIS,Ladybug,SAGA GIS,SimStadt,Weather data,doy,month,diff_arcgis,percentage_arcgis,diff_citysim,percentage_citysim,diff_grass,percentage_grass,diff_ladybug,percentage_ladybug,diff_saga,percentage_saga,diff_simstadt,percentage_simstadt
4354.72,5260.39,2818.22,5378.26,7318.01,4752,5402.0,1,1,-1047.28,-19.39,-141.61,-2.62,-2583.78,-47.83,-23.74,-0.44,1916.01,35.47,-650.0,-12.03
5138.48,4369.12,2387.04,4472.33,7324.92,4219,4506.8,2,1,631.68,14.02,-137.68,-3.05,-2119.76,-47.03,-34.47,-0.76,2818.12,62.53,-287.8,-6.39
4415.86,4684.87,2735.12,4793.64,7331.5,4422,4819.3,3,1,-403.44,-8.37,-134.43,-2.79,-2084.18,-43.25,-25.66,-0.53,2512.2,52.13,-397.3,-8.24
4127.39,4962.13,2734.33,5005.91,7337.76,4535,5023.7,4,1,-896.31,-17.84,-61.57,-1.23,-2289.37,-45.57,-17.79,-0.35,2314.06,46.06,-488.7,-9.73
4861.98,5130.33,2235.13,5177.24,7343.66,4781,5208.5,5,1,-346.52,-6.65,-78.17,-1.5,-2973.37,-57.09,-31.26,-0.6,2135.16,40.99,-427.5,-8.21
4623.88,5577.0,2234.19,5640.24,7349.22,4969,5687.0,6,1,-1063.12,-18.69,-110.0,-1.93,-3452.81,-60.71,-46.76,-0.82,1662.22,29.23,-718.0,-12.63
4439.57,5955.9,2233.16,6020.4,7354.42,5153,6037.8,7,1,-1598.23,-26.47,-81.9,-1.36,-3804.64,-63.01,-17.4,-0.29,1316.62,21.81,-884.8,-14.65
4816.22,5336.28,2232.05,5410.56,7359.24,4612,5413.7,8,1,-597.48,-11.04,-77.42,-1.43,-3181.65,-58.77,-3.14,-0.06,1945.54,35.94,-801.7,-14.81
5398.18,5581.18,2230.85,5657.3,7363.69,4866,5711.4,9,1,-313.22,-5.48,-130.22,-2.28,-3480.55,-60.94,-54.1,-0.95,1652.29,28.93,-845.4,-14.8
6157.59,5537.67,1837.5,5605.76,7367.76,4851,5681.0,10,1,476.59,8.39,-143.33,-2.52,-3843.5,-67.66,-75.24,-1.32,1686.76,29.69,-830.0,-14.61
5505.97,5242.13,1836.3,5294.54,7371.42,4789,5317.4,11,1,188.57,3.55,-75.27,-1.42,-3481.1,-65.47,-22.86,-0.43,2054.02,38.63,-528.4,-9.94
5014.71,4688.29,2332.96,4725.31,7374.68,4428,4745.7,12,1,269.01,5.67,-57.41,-1.21,-2412.74,-50.84,-20.39,-0.43,2628.98,55.4,-317.7,-6.69
5347.82,4851.86,1833.69,4902.2,7377.53,4508,4951.4,13,1,396.42,8.01,-99.54,-2.01,-3117.71,-62.97,-49.2,-0.99,2426.13,49.0,-443.4,-8.96
4783.47,4784.87,2128.66,4841.02,7379.96,4339,4871.9,14,1,-88.43,-1.82,-87.03,-1.79,-2743.24,-56.31,-30.88,-0.63,2508.06,51.48,-532.9,-10.94
5497.62,4718.51,2620.87,4771.4,7381.96,4462,4811.3,15,1,686.32,14.26,-92.79,-1.93,-2190.43,-45.53,-39.9,-0.83,2570.66,53.43,-349.3,-7.26
5461.08,5396.95,2272.84,5473.67,7382.14,4799,5511.8,16,1,-50.72,-0.92,-114.85,-2.08,-3238.96,-58.76,-38.13,-0.69,1870.34,33.93,-712.8,-12.93
5466.24,4866.12,2270.99,4914.72,7383.36,4521,4960.5,17,1,505.74,10.2,-94.38,-1.9,-2689.51,-54.22,-45.78,-0.92,2422.86,48.84,-439.5,-8.86
5458.5,4949.51,2269.04,5069.8,7384.12,4576,5079.5,18,1,379.0,7.46,-129.99,-2.56,-2810.46,-55.33,-9.7,-0.19,2304.62,45.37,-503.5,-9.91
5467.4,4855.48,2267.0,4905.2,7364.72,4630,4949.6,19,1,517.8,10.46,-94.12,-1.9,-2682.6,-54.2,-44.4,-0.9,2415.12,48.79,-319.6,-6.46
6160.74,4518.3,2264.86,4562.42,7364.6,4295,4584.1,20,1,1576.64,34.39,-65.8,-1.44,-2319.24,-50.59,-21.68,-0.47,2780.5,60.66,-289.1,-6.31
5433.3,4497.21,1769.7,4603.39,7364.04,4290,4626.8,21,1,806.5,17.43,-129.59,-2.8,-2857.1,-61.75,-23.41,-0.51,2737.24,59.16,-336.8,-7.28
5424.22,4270.36,1767.61,4308.59,7363.04,4105,4332.8,22,1,1091.42,25.19,-62.44,-1.44,-2565.19,-59.2,-24.21,-0.56,3030.23,69.94,-227.8,-5.26
4704.25,4630.16,2203.31,4687.09,7361.57,4182,4684.1,23,1,20.15,0.43,-53.94,-1.15,-2480.79,-52.96,2.99,0.06,2677.47,57.16,-502.1,-10.72
6121.67,5596.81,2200.73,5680.4,7359.65,4651,5658.6,24,1,463.07,8.18,-61.79,-1.09,-3457.87,-61.11,21.8,0.39,1701.05,30.06,-1007.6,-17.81
5385.17,5761.38,2198.05,5832.06,7357.26,4903,5819.5,25,1,-434.33,-7.46,-58.12,-1.0,-3621.45,-62.23,12.56,0.22,1537.76,26.42,-916.5,-15.75
5384.32,4811.03,2195.28,4865.94,7354.39,4492,4916.7,26,1,467.62,9.51,-105.67,-2.15,-2721.42,-55.35,-50.76,-1.03,2437.69,49.58,-424.7,-8.64
4666.73,4807.3,2192.4,4847.3,7351.05,4570,4898.4,27,1,-231.67,-4.73,-91.1,-1.86,-2706.0,-55.24,-51.1,-1.04,2452.65,50.07,-328.4,-6.7
6076.28,5213.66,2189.42,5271.17,7347.23,4855,5359.0,28,1,717.28,13.38,-145.34,-2.71,-3169.58,-59.15,-87.83,-1.64,1988.23,37.1,-504.0,-9.4
5342.18,4941.84,1695.92,5000.72,7360.98,4561,5041.6,29,1,300.58,5.96,-99.76,-1.98,-3345.68,-66.36,-40.88,-0.81,2319.38,46.0,-480.6,-9.53
5338.44,4649.71,1459.43,4692.36,8030.32,4425,4730.1,30,1,608.34,12.86,-80.39,-1.7,-3270.67,-69.15,-37.74,-0.8,3300.22,69.77,-305.1,-6.45
5343.2,5566.74,1457.29,5679.64,8024.38,5021,5747.5,31,1,-404.3,-7.03,-180.76,-3.14,-4290.21,-74.64,-67.86,-1.18,2276.88,39.62,-726.5,-12.64
5313.16,5926.82,1630.45,6014.03,8000.85,4936,6018.4,32,2,-705.24,-11.72,-91.58,-1.52,-4387.95,-72.91,-4.37,-0.07,1982.45,32.94,-1082.4,-17.98
5299.92,5418.29,1627.41,5484.59,7994.22,4670,5485.5,33,2,-185.58,-3.38,-67.21,-1.23,-3858.09,-70.33,-0.91,-0.02,2508.72,45.73,-815.5,-14.87
5305.13,5659.84,1624.29,5743.45,7306.9,4967,5791.4,34,2,-486.27,-8.4,-131.56,-2.27,-4167.11,-71.95,-47.95,-0.83,1515.5,26.17,-824.4,-14.23
5981.93,4852.42,1621.09,4908.54,7299.54,4527,4952.4,35,2,1029.53,20.79,-99.98,-2.02,-3331.31,-67.27,-43.86,-0.89,2347.14,47.39,-425.4,-8.59
5259.22,5330.94,1617.82,5456.32,7291.66,4878,5495.8,36,2,-236.59,-4.3,-164.86,-3.0,-3877.98,-70.56,-39.48,-0.72,1795.86,32.68,-617.8,-11.24
5261.62,5098.24,1916.41,5148.76,7283.28,4647,5180.2,37,2,81.41,1.57,-81.96,-1.58,-3263.79,-63.01,-31.44,-0.61,2103.08,40.6,-533.2,-10.29
5933.92,5517.59,1913.22,5589.49,6594.22,4817,5647.8,38,2,286.12,5.07,-130.21,-2.31,-3734.58,-66.12,-58.31,-1.03,946.42,16.76,-830.8,-14.71
5213.18,6193.82,1909.94,6276.08,6585.15,5064,6292.5,39,2,-1079.32,-17.15,-98.68,-1.57,-4382.56,-69.65,-16.42,-0.26,292.65,4.65,-1228.5,-19.52
5214.4,6050.3,1906.57,6126.62,6575.59,4929,6121.9,40,2,-907.5,-14.82,-71.6,-1.17,-4215.33,-68.86,4.72,0.08,453.69,7.41,-1192.9,-19.49
5881.74,5298.53,2014.52,5418.72,6565.52,4460,5402.5,41,2,479.24,8.87,-103.97,-1.92,-3387.98,-62.71,16.22,0.3,1163.02,21.53,-942.5,-17.45
5163.39,5350.99,2010.04,5412.16,6554.94,4376,5402.1,42,2,-238.71,-4.42,-51.11,-0.95,-3392.06,-62.79,10.06,0.19,1152.84,21.34,-1026.1,-18.99
5163.29,5370.19,2005.46,5437.86,6543.86,4520,5473.7,43,2,-310.41,-5.67,-103.51,-1.89,-3468.24,-63.36,-35.84,-0.65,1070.16,19.55,-953.7,-17.42
5825.09,4717.21,1892.23,4761.25,6532.27,4348,4801.3,44,2,1023.79,21.32,-84.09,-1.75,-2909.07,-60.59,-40.05,-0.83,1730.97,36.05,-453.3,-9.44
5109.5,5297.08,1888.43,5358.67,7175.09,4453,5364.5,45,2,-255.0,-4.75,-67.42,-1.26,-3476.07,-64.8,-5.83,-0.11,1810.59,33.75,-911.5,-16.99
5784.87,4572.64,1884.53,4617.74,7161.95,4123,4629.6,46,2,1155.27,24.95,-56.96,-1.23,-2745.07,-59.29,-11.86,-0.26,2532.35,54.7,-506.6,-10.94
5071.45,5212.22,1415.09,5270.81,7148.29,4345,5300.9,47,2,-229.45,-4.33,-88.68,-1.67,-3885.81,-73.3,-30.09,-0.57,1847.39,34.85,-955.9,-18.03
5051.79,5420.53,1411.96,5476.22,7142.35,4678,5505.8,48,2,-454.01,-8.25,-85.27,-1.55,-4093.84,-74.36,-29.58,-0.54,1636.55,29.72,-827.8,-15.04
5720.91,5289.42,1885.63,5340.7,7126.99,4587,5368.2,49,2,352.71,6.57,-78.78,-1.47,-3482.57,-64.87,-27.5,-0.51,1758.79,32.76,-781.2,-14.55
5011.14,5958.59,1933.21,6016.65,7104.17,4499,5973.8,50,2,-962.66,-16.11,-15.21,-0.25,-4040.59,-67.64,42.85,0.72,1130.37,18.92,-1474.8,-24.69
5007.65,5854.28,1927.96,5924.71,7088.43,4251,5934.4,51,2,-926.75,-15.62,-80.12,-1.35,-4006.44,-67.51,-9.69,-0.16,1154.03,19.45,-1683.4,-28.37
4968.61,5544.73,1872.63,5613.47,7072.16,4343,5660.9,52,2,-692.29,-12.23,-116.17,-2.05,-3788.27,-66.92,-47.43,-0.84,1411.26,24.93,-1317.9,-23.28
4946.71,5551.95,2327.42,5603.78,7055.38,4426,5623.6,53,2,-676.89,-12.04,-71.65,-1.27,-3296.18,-58.61,-19.82,-0.35,1431.78,25.46,-1197.6,-21.3
5604.18,5660.09,2757.14,5722.6,7038.09,4567,5752.8,54,2,-148.62,-2.58,-92.71,-1.61,-2995.66,-52.07,-30.2,-0.53,1285.29,22.34,-1185.8,-20.61
4901.66,5026.26,2750.09,5080.69,7018.91,4138,5078.0,55,2,-176.34,-3.47,-51.74,-1.02,-2327.91,-45.84,2.69,0.05,1940.91,38.22,-940.0,-18.51
4896.12,4973.32,2742.89,5027.24,7000.71,4397,5065.2,56,2,-169.08,-3.34,-91.88,-1.81,-2322.31,-45.85,-37.96,-0.75,1935.51,38.21,-668.2,-13.19
4854.94,4695.3,2735.54,4734.56,6982.01,4175,4753.5,57,2,101.44,2.13,-58.2,-1.22,-2017.96,-42.45,-18.94,-0.4,2228.51,46.88,-578.5,-12.17
4830.89,4628.4,2716.91,4677.95,7588.64,4161,4700.0,58,2,130.89,2.78,-71.6,-1.52,-1983.09,-42.19,-22.05,-0.47,2888.64,61.46,-539.0,-11.47
5475.26,4277.27,2709.98,4311.66,7568.19,3976,4333.7,59,2,1141.56,26.34,-56.43,-1.3,-1623.72,-37.47,-22.04,-0.51,3234.49,74.64,-357.7,-8.25
4781.58,4394.85,2729.91,4439.6,7444.1,4015,4512.4,60,3,269.18,5.97,-117.55,-2.61,-1782.49,-39.5,-72.8,-1.61,2931.7,64.97,-497.4,-11.02
5420.35,5092.07,2722.58,5155.5,7317.4,4198,5204.2,61,3,216.15,4.15,-112.13,-2.15,-2481.62,-47.68,-48.7,-0.94,2113.2,40.61,-1006.2,-19.33
4730.69,4672.48,2715.1,4710.57,7297.28,4135,4735.9,62,3,-5.21,-0.11,-63.42,-1.34,-2020.8,-42.67,-25.33,-0.53,2561.38,54.08,-600.9,-12.69
4722.29,5306.37,2707.48,5383.9,7275.3,4207,5447.3,63,3,-725.01,-13.31,-140.93,-2.59,-2739.82,-50.3,-63.4,-1.16,1828.0,33.56,-1240.3,-22.77
5334.56,5191.01,2259.26,5284.42,7254.36,4154,5410.7,64,3,-76.14,-1.41,-219.69,-4.06,-3151.44,-58.24,-126.28,-2.33,1843.66,34.07,-1256.7,-23.23
4651.37,5135.98,2252.84,5186.68,7232.99,4063,5166.1,65,3,-514.73,-9.96,-30.12,-0.58,-2913.26,-56.39,20.58,0.4,2066.89,40.01,-1103.1,-21.35
5275.07,5200.23,2246.3,5255.13,7211.19,4081,5263.7,66,3,11.37,0.22,-63.47,-1.21,-3017.4,-57.32,-8.57,-0.16,1947.49,37.0,-1182.7,-22.47
4596.58,4771.29,2239.65,4819.62,7188.97,3947,4856.4,67,3,-259.82,-5.35,-85.11,-1.75,-2616.75,-53.88,-36.78,-0.76,2332.57,48.03,-909.4,-18.73
5213.91,5625.3,2232.89,5771.04,7166.34,4013,5864.3,68,3,-650.39,-11.09,-239.0,-4.08,-3631.41,-61.92,-93.26,-1.59,1302.04,22.2,-1851.3,-31.57
4540.36,5152.81,1815.92,5237.29,7143.3,4035,5281.6,69,3,-741.24,-14.03,-128.79,-2.44,-3465.68,-65.62,-44.31,-0.84,1861.7,35.25,-1246.6,-23.6
4529.36,4838.83,1810.57,4921.82,7698.22,4075,4968.7,70,3,-439.34,-8.84,-129.87,-2.61,-3158.13,-63.56,-46.88,-0.94,2729.52,54.93,-893.7,-17.99
4482.76,5222.75,2180.66,5339.26,7673.45,3898,5458.1,71,3,-975.34,-17.87,-235.35,-4.31,-3277.44,-60.05,-118.84,-2.18,2215.35,40.59,-1560.1,-28.58
4471.05,4514.1,2173.49,4623.2,7648.29,3800,4663.6,72,3,-192.55,-4.13,-149.5,-3.21,-2490.11,-53.39,-40.4,-0.87,2984.69,64.0,-863.6,-18.52
5053.92,4611.44,2166.22,4705.23,6983.45,3814,4773.6,73,3,280.32,5.87,-162.16,-3.4,-2607.38,-54.62,-68.37,-1.43,2209.85,46.29,-959.6,-20.1
4393.9,4748.0,2158.84,4858.28,6958.58,4104,4919.8,74,3,-525.9,-10.69,-171.8,-3.49,-2760.96,-56.12,-61.52,-1.25,2038.78,41.44,-815.8,-16.58
4987.32,4742.03,2151.36,4842.34,6933.38,3931,4875.1,75,3,112.22,2.3,-133.07,-2.73,-2723.74,-55.87,-32.76,-0.67,2058.28,42.22,-944.1,-19.37
4333.18,4264.53,2143.79,4349.46,6907.85,3640,4351.1,76,3,-17.92,-0.41,-86.57,-1.99,-2207.31,-50.73,-1.64,-0.04,2556.75,58.76,-711.1,-16.34
4919.35,4368.19,2136.12,4484.15,6882.01,3721,4527.6,77,3,391.75,8.65,-159.41,-3.52,-2391.48,-52.82,-43.45,-0.96,2354.41,52.0,-806.6,-17.82
4271.33,4204.33,2128.35,4324.4,6855.86,3745,4358.0,78,3,-86.67,-1.99,-153.67,-3.53,-2229.65,-51.16,-33.6,-0.77,2497.86,57.32,-613.0,-14.07
4850.12,4567.27,2513.14,4678.61,6829.4,3886,4743.4,79,3,106.72,2.25,-176.13,-3.71,-2230.26,-47.02,-64.79,-1.37,2086.0,43.98,-857.4,-18.08
4208.49,4267.23,2503.32,4384.32,6802.62,3705,4463.6,80,3,-255.11,-5.72,-196.37,-4.4,-1960.28,-43.92,-79.28,-1.78,2339.02,52.4,-758.6,-17.0
4194.29,4206.82,2493.38,4298.02,6775.47,3657,4314.6,81,3,-120.31,-2.79,-107.78,-2.5,-1821.22,-42.21,-16.58,-0.38,2460.87,57.04,-657.6,-15.24
4745.71,4866.08,2483.33,4968.82,7275.78,3783,4978.0,82,3,-232.29,-4.67,-111.92,-2.25,-2494.67,-50.11,-9.18,-0.18,2297.77,46.16,-1195.0,-24.01
3535.62,4909.7,2473.18,5092.14,7238.88,3776,5180.7,83,3,-1645.08,-31.75,-271.0,-5.23,-2707.52,-52.26,-88.56,-1.71,2058.18,39.73,-1404.7,-27.11
4673.66,5404.3,2462.93,5608.77,7210.95,3632,5724.4,84,3,-1050.74,-18.36,-320.1,-5.59,-3261.47,-56.97,-115.63,-2.02,1486.55,25.97,-2092.4,-36.55
4048.96,5039.46,2452.58,5227.73,7182.74,3715,5322.9,85,3,-1273.94,-23.93,-283.44,-5.32,-2870.32,-53.92,-95.17,-1.79,1859.84,34.94,-1607.9,-30.21
4600.85,5027.18,2442.14,5157.38,7157.05,3594,5166.8,86,3,-565.95,-10.95,-139.62,-2.7,-2724.66,-52.73,-9.42,-0.18,1990.25,38.52,-1572.8,-30.44
3983.39,4552.86,2431.6,4696.12,7127.03,3621,4756.2,87,3,-772.81,-16.25,-203.34,-4.28,-2324.6,-48.88,-60.08,-1.26,2370.83,49.85,-1135.2,-23.87
4527.39,4681.13,2727.02,4813.83,7098.23,3612,4899.8,88,3,-372.41,-7.6,-218.67,-4.46,-2172.78,-44.34,-85.97,-1.75,2198.43,44.87,-1287.8,-26.28
3917.24,4510.94,2714.39,4617.02,7069.21,3620,4667.8,89,3,-750.56,-16.08,-156.86,-3.36,-1953.41,-41.85,-50.78,-1.09,2401.41,51.45,-1047.8,-22.45
3901.21,4791.74,2361.31,4929.22,7039.96,3498,5037.3,90,3,-1136.09,-22.55,-245.56,-4.87,-2675.99,-53.12,-108.08,-2.15,2002.66,39.76,-1539.3,-30.56
4415.96,4985.14,2350.52,5161.26,7010.52,3310,5288.2,91,4,-872.24,-16.49,-303.06,-5.73,-2937.68,-55.55,-126.94,-2.4,1722.32,32.57,-1978.2,-37.41
3817.33,4751.65,2339.66,4839.99,6875.1,3460,4932.0,92,4,-1114.67,-22.6,-180.35,-3.66,-2592.34,-52.56,-92.01,-1.87,1943.1,39.4,-1472.0,-29.85
4341.28,4128.48,2328.73,4211.22,6847.14,3363,4283.1,93,4,58.18,1.36,-154.62,-3.61,-1954.37,-45.63,-71.88,-1.68,2564.04,59.86,-920.1,-21.48
3750.53,4620.56,2317.74,4730.53,7284.6,3295,4884.5,94,4,-1133.97,-23.22,-263.94,-5.4,-2566.76,-52.55,-153.97,-3.15,2400.1,49.14,-1589.5,-32.54
4266.3,4599.41,1946.23,4687.27,7019.21,3395,4801.1,95,4,-534.8,-11.14,-201.69,-4.2,-2854.87,-59.46,-113.83,-2.37,2218.11,46.2,-1406.1,-29.29
3683.48,3791.87,1937.26,3856.58,6992.5,3124,3913.1,96,4,-229.62,-5.87,-121.23,-3.1,-1975.84,-50.49,-56.52,-1.44,3079.4,78.69,-789.1,-20.17
3666.97,3894.26,1928.23,3963.9,6965.67,3158,4014.0,97,4,-347.03,-8.65,-119.74,-2.98,-2085.77,-51.96,-50.1,-1.25,2951.67,73.53,-856.0,-21.33
3616.58,3882.21,1919.18,3966.52,6938.74,3058,4068.8,98,4,-452.22,-11.11,-186.59,-4.59,-2149.62,-52.83,-102.28,-2.51,2869.94,70.54,-1010.8,-24.84
3067.06,4543.54,1910.08,4622.28,6309.48,3212,4732.5,99,4,-1665.44,-35.19,-188.96,-3.99,-2822.42,-59.64,-110.22,-2.33,1576.98,33.32,-1520.5,-32.13
4078.82,4526.52,1900.96,4614.18,6284.1,3172,4674.9,100,4,-596.08,-12.75,-148.38,-3.17,-2773.94,-59.34,-60.72,-1.3,1609.2,34.42,-1502.9,-32.15
3516.62,5225.69,1891.8,5366.42,6231.76,2456,5583.3,101,4,-2066.68,-37.02,-357.61,-6.41,-3691.5,-66.12,-216.88,-3.88,648.46,11.61,-3127.3,-56.01
4004.14,4692.56,1871.79,4833.79,6207.7,2907,4989.0,102,4,-984.86,-19.74,-296.44,-5.94,-3117.21,-62.48,-155.21,-3.11,1218.7,24.43,-2082.0,-41.73
3450.38,3829.5,1863.3,3880.39,5596.59,3055,3944.4,103,4,-494.02,-12.52,-114.9,-2.91,-2081.1,-52.76,-64.01,-1.62,1652.19,41.89,-889.4,-22.55
3434.12,3585.22,1854.79,3703.91,5573.97,2789,3846.6,104,4,-412.48,-10.72,-261.38,-6.8,-1991.81,-51.78,-142.69,-3.71,1727.37,44.91,-1057.6,-27.49
3433.93,4228.12,1846.26,4349.04,5551.32,2923,4471.5,105,4,-1037.57,-23.2,-243.38,-5.44,-2625.24,-58.71,-122.46,-2.74,1079.82,24.15,-1548.5,-34.63
2864.42,4118.18,2372.78,4190.74,5920.54,2941,4289.5,106,4,-1425.08,-33.22,-171.32,-3.99,-1916.72,-44.68,-98.76,-2.3,1631.04,38.02,-1348.5,-31.44
3819.73,4485.54,2360.31,4600.51,5896.46,2751,4748.5,107,4,-928.77,-19.56,-262.96,-5.54,-2388.19,-50.29,-147.99,-3.12,1147.96,24.18,-1997.5,-42.07
3287.33,4818.08,2347.84,5014.92,6070.16,2436,5206.5,108,4,-1919.17,-36.86,-388.42,-7.46,-2858.66,-54.91,-191.58,-3.68,863.66,16.59,-2770.5,-53.21
3271.67,4580.51,2335.39,4777.98,6043.26,2350,4960.9,109,4,-1689.23,-34.05,-380.39,-7.67,-2625.51,-52.92,-182.92,-3.69,1082.36,21.82,-2610.9,-52.63
3271.9,4502.74,2322.95,4581.09,6016.41,2704,4678.6,110,4,-1406.7,-30.07,-175.86,-3.76,-2355.65,-50.35,-97.51,-2.08,1337.81,28.59,-1974.6,-42.2
2724.33,4150.1,2049.8,4230.53,5989.63,2747,4316.8,111,4,-1592.47,-36.89,-166.7,-3.86,-2267.0,-52.52,-86.27,-2.0,1672.83,38.75,-1569.8,-36.36
3640.15,3779.69,2039.36,3852.18,5962.92,2690,3903.4,112,4,-263.25,-6.74,-123.71,-3.17,-1864.04,-47.75,-51.22,-1.31,2059.52,52.76,-1213.4,-31.09
3129.31,4135.91,2028.94,4215.46,5936.31,2659,4286.3,113,4,-1156.99,-26.99,-150.39,-3.51,-2257.36,-52.66,-70.84,-1.65,1650.01,38.49,-1627.3,-37.97
2879.25,4197.87,2018.56,4352.58,5909.8,2494,4509.5,114,4,-1630.25,-36.15,-311.63,-6.91,-2490.94,-55.24,-156.92,-3.48,1400.3,31.05,-2015.5,-44.69
3115.62,4659.47,2008.21,4780.91,5883.42,1966,4993.9,115,4,-1878.28,-37.61,-334.43,-6.7,-2985.69,-59.79,-212.99,-4.26,889.52,17.81,-3027.9,-60.63
3037.65,3774.56,1997.91,3823.04,5857.18,2652,3923.7,116,4,-886.05,-22.58,-149.14,-3.8,-1925.79,-49.08,-100.66,-2.57,1933.48,49.28,-1271.7,-32.41
3023.72,3441.66,1987.65,3487.74,5831.09,2718,3566.5,117,4,-542.78,-15.22,-124.84,-3.5,-1578.85,-44.27,-78.76,-2.21,2264.59,63.5,-848.5,-23.79
2978.11,3704.92,1977.45,3745.28,5805.17,2723,3853.0,118,4,-874.89,-22.71,-148.07,-3.84,-1875.55,-48.68,-107.72,-2.8,1952.17,50.67,-1130.0,-29.33
2512.67,3505.77,1967.3,3535.88,5779.44,2663,3653.6,119,4,-1140.93,-31.23,-147.83,-4.05,-1686.3,-46.15,-117.72,-3.22,2125.84,58.18,-990.6,-27.11
3368.21,3892.55,1957.22,3984.65,5753.9,2613,4139.6,120,4,-771.39,-18.63,-247.05,-5.97,-2182.38,-52.72,-154.95,-3.74,1614.3,39.0,-1526.6,-36.88
2891.41,4216.61,1844.27,4254.71,6225.08,2464,4394.2,121,5,-1502.79,-34.2,-177.59,-4.04,-2549.93,-58.03,-139.49,-3.17,1830.88,41.67,-1930.2,-43.93
2438.26,4099.88,1834.92,4140.29,6199.93,2333,4296.8,122,5,-1858.54,-43.25,-196.92,-4.58,-2461.88,-57.3,-156.51,-3.64,1903.13,44.29,-1963.8,-45.7
3272.49,4450.45,1825.64,4583.5,6175.02,2057,4822.8,123,5,-1550.31,-32.15,-372.35,-7.72,-2997.16,-62.15,-239.3,-4.96,1352.22,28.04,-2765.8,-57.35
2809.45,4321.68,1816.44,4453.49,6150.38,2162,4674.5,124,5,-1865.05,-39.9,-352.82,-7.55,-2858.06,-61.14,-221.01,-4.73,1475.88,31.57,-2512.5,-53.75
2368.28,4150.8,2309.59,4217.05,6126.01,2198,4396.6,125,5,-2028.32,-46.13,-245.8,-5.59,-2087.01,-47.47,-179.55,-4.08,1729.41,39.34,-2198.6,-50.01
2801.81,4223.96,2297.07,4279.04,6101.92,2164,4485.4,126,5,-1683.59,-37.53,-261.44,-5.83,-2188.33,-48.79,-206.36,-4.6,1616.52,36.04,-2321.4,-51.75
2729.83,3473.05,2284.69,3510.14,5947.43,2571,3637.8,127,5,-907.97,-24.96,-164.75,-4.53,-1353.11,-37.2,-127.66,-3.51,2309.63,63.49,-1066.8,-29.33
2300.42,3469.28,1989.8,3507.3,5924.95,2518,3633.6,128,5,-1333.18,-36.69,-164.32,-4.52,-1643.8,-45.24,-126.3,-3.48,2291.35,63.06,-1115.6,-30.7
2694.36,3559.69,1979.53,3597.48,5902.77,2533,3732.2,129,5,-1037.84,-27.81,-172.51,-4.62,-1752.67,-46.96,-134.72,-3.61,2170.57,58.16,-1199.2,-32.13
2699.59,3552.5,1969.39,3590.32,5880.92,2519,3688.6,130,5,-989.01,-26.81,-136.1,-3.69,-1719.21,-46.61,-98.28,-2.66,2192.32,59.44,-1169.6,-31.71
2236.22,3842.3,1959.4,3891.32,5859.41,2380,4039.8,131,5,-1803.58,-44.65,-197.5,-4.89,-2080.4,-51.5,-148.48,-3.68,1819.61,45.04,-1659.8,-41.09
2215.62,3609.93,1949.56,3650.88,5838.25,2548,3741.2,132,5,-1525.58,-40.78,-131.27,-3.51,-1791.64,-47.89,-90.32,-2.41,2097.05,56.05,-1193.2,-31.89
2627.81,3122.99,1939.87,3151.01,5817.45,2510,3253.1,133,5,-625.29,-19.22,-130.11,-4.0,-1313.23,-40.37,-102.09,-3.14,2564.35,78.83,-743.1,-22.84
2301.53,3184.65,1930.33,3219.05,5797.03,2505,3351.4,134,5,-1049.87,-31.33,-166.75,-4.98,-1421.07,-42.4,-132.35,-3.95,2445.63,72.97,-846.4,-25.26
1847.03,3209.46,1725.78,3245.94,5775.58,2471,3361.8,135,5,-1514.77,-45.06,-152.34,-4.53,-1636.02,-48.66,-115.86,-3.45,2413.78,71.8,-890.8,-26.5
2182.11,3586.31,1717.97,3611.48,5756.0,2413,3768.3,136,5,-1586.19,-42.09,-181.99,-4.83,-2050.33,-54.41,-156.82,-4.16,1987.7,52.75,-1355.3,-35.97
2539.29,3117.72,1710.3,3145.15,5736.85,2415,3274.9,137,5,-735.61,-22.46,-157.18,-4.8,-1564.6,-47.78,-129.75,-3.96,2461.95,75.18,-859.9,-26.26
2474.41,2934.5,1702.78,2954.98,5718.12,2373,3077.1,138,5,-602.69,-19.59,-142.6,-4.63,-1374.32,-44.66,-122.12,-3.97,2641.02,85.83,-704.1,-22.88
1785.14,2941.43,1925.34,2954.1,5699.82,2546,3012.4,139,5,-1227.26,-40.74,-70.97,-2.36,-1087.06,-36.09,-58.3,-1.94,2687.42,89.21,-466.4,-15.48
1728.94,3678.27,1916.76,3701.55,5681.98,2319,3915.3,140,5,-2186.36,-55.84,-237.03,-6.05,-1998.54,-51.04,-213.75,-5.46,1766.68,45.12,-1596.3,-40.77
2459.45,3793.23,1908.38,3810.39,5972.46,2421,3982.7,141,5,-1523.25,-38.25,-189.47,-4.76,-2074.32,-52.08,-172.31,-4.33,1989.76,49.96,-1561.7,-39.21
2397.31,3444.82,1900.2,3507.86,5953.99,2499,3628.7,142,5,-1231.39,-33.93,-183.88,-5.07,-1728.5,-47.63,-120.84,-3.33,2325.29,64.08,-1129.7,-31.13
