Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
7/10/96,2:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,17.4,,,13.9,,,81,,,865.63,,,103,,,1.1,,,,,,,,,,,,,,,,,,,,,
7/10/96,3:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,17.2,,,14,,,82,,,865.13,,,112,,,1.3,,,,,,,,,,,,,,,,,,,,,
7/10/96,4:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,16.9,,,14.1,,,84,,,864.68,,,102,,,1.5,,,,,,,,,,,,,,,,,,,,,
7/10/96,5:00,,,0.1,,,0,,,0.1,,,,,,,,,,,,,,,6,,,,,,16.8,,,14,,,84,,,864.68,,,105,,,1.3,,,,,,,,,,,,,,,,,,,,,
7/10/96,6:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,16.7,,,14.1,,,85,,,864.95,,,102,,,1.3,,,,,,,,,,,,,,,,,,,,,
7/10/96,7:00,,,5.7,,,0,,,5.7,,,,,,,,,,,,,,,6,,,,,,16.9,,,14.2,,,85,,,865.57,,,104,,,1.1,,,,,,,,,,,,,,,,,,,,,
7/10/96,8:00,,,71.3,,,0,,,71.3,,,,,,,,,,,,,,,6,,,,,,17.5,,,14.1,,,81,,,866.25,,,113,,,1.1,,,,,,,,,,,,,,,,,,,,,
7/10/96,9:00,,,219.1,,,22.4867,,,207.568,,,,,,,,,,,,,,,6,,,,,,19.1,,,14,,,74,,,928.55,,,99,,,1.2,,,,,,,,,,,,,,,,,,,,,
7/10/96,10:00,,,365.4,,,81.7528,,,308.32,,,,,,,,,,,,,,,6,,,,,,20.5,,,13.9,,,68,,,928.76,,,128,,,0.9,,,,,,,,,,,,,,,,,,,,,
7/10/96,11:00,,,496.5,,,136.005,,,382.466,,,,,,,,,,,,,,,6,,,,,,21.7,,,13.8,,,63,,,928.67,,,104,,,0.7,,,,,,,,,,,,,,,,,,,,,
7/10/96,12:00,,,577.6,,,76.6179,,,506.804,,,,,,,,,,,,,,,6,,,,,,23,,,13.2,,,59,,,928.36,,,71,,,0.8,,,,,,,,,,,,,,,,,,,,,
7/10/96,13:00,,,632.7,,,97.0326,,,540.609,,,,,,,,,,,,,,,6,,,,,,24,,,12.8,,,54,,,927.66,,,71,,,0.3,,,,,,,,,,,,,,,,,,,,,
7/10/96,14:00,,,585.6,,,136.852,,,460.806,,,,,,,,,,,,,,,8,,,,,,24.5,,,12,,,52,,,927.02,,,156,,,0.3,,,,,,,,,,,,,,,,,,,,,
7/10/96,15:00,,,421.7,,,7.22182,,,415.814,,,,,,,,,,,,,,,8,,,,,,24.1,,,12.4,,,54,,,926.43,,,177,,,0.8,,,,,,,,,,,,,,,,,,,,,
7/10/96,16:00,,,355.8,,,69.9242,,,309.294,,,,,,,,,,,,,,,8,,,,,,23.9,,,12.7,,,55,,,926.13,,,162,,,1.3,,,,,,,,,,,,,,,,,,,,,
7/10/96,17:00,,,223.7,,,30.1814,,,209.446,,,,,,,,,,,,,,,8,,,,,,22.5,,,13.2,,,61,,,926.33,,,171,,,1.8,,,,,,,,,,,,,,,,,,,,,
7/10/96,18:00,,,109,,,56.3851,,,94.9192,,,,,,,,,,,,,,,8,,,,,,21.1,,,14,,,67,,,926.75,,,159,,,2,,,,,,,,,,,,,,,,,,,,,
7/10/96,19:00,,,28.8,,,78.7467,,,27.8064,,,,,,,,,,,,,,,8,,,,,,19.7,,,14.7,,,75,,,927.35,,,155,,,1.9,,,,,,,,,,,,,,,,,,,,,
7/10/96,20:00,,,0.3,,,0,,,0.3,,,,,,,,,,,,,,,8,,,,,,19.2,,,14.6,,,77,,,927.75,,,155,,,1.4,,,,,,,,,,,,,,,,,,,,,
7/10/96,21:00,,,0.5,,,0,,,0.5,,,,,,,,,,,,,,,8,,,,,,18.9,,,14.6,,,78,,,928.14,,,144,,,1.3,,,,,,,,,,,,,,,,,,,,,
7/10/96,22:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,18.8,,,14.7,,,78,,,928.55,,,127,,,1.2,,,,,,,,,,,,,,,,,,,,,
7/10/96,23:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,18.6,,,14.5,,,78,,,866.63,,,125,,,1.2,,,,,,,,,,,,,,,,,,,,,
7/10/96,24:00:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,18.3,,,14.3,,,78,,,928.36,,,131,,,1.2,,,,,,,,,,,,,,,,,,,,,
8/10/96,1:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,18.2,,,14.1,,,78,,,928.08,,,112,,,1.3,,,,,,,,,,,,,,,,,,,,,
8/10/96,2:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,17.7,,,14.2,,,81,,,927.8,,,154,,,0.9,,,,,,,,,,,,,,,,,,,,,
8/10/96,3:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,17.3,,,14.4,,,83,,,927.31,,,136,,,0.6,,,,,,,,,,,,,,,,,,,,,
8/10/96,4:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,17.1,,,14.2,,,83,,,926.89,,,120,,,0.8,,,,,,,,,,,,,,,,,,,,,
8/10/96,5:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,17,,,14.1,,,84,,,926.93,,,110,,,1,,,,,,,,,,,,,,,,,,,,,
8/10/96,6:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,16.8,,,14.1,,,84,,,927.55,,,143,,,0.6,,,,,,,,,,,,,,,,,,,,,
8/10/96,7:00,,,4.3,,,0,,,4.3,,,,,,,,,,,,,,,6,,,,,,16.7,,,14.1,,,85,,,928.08,,,132,,,0.7,,,,,,,,,,,,,,,,,,,,,
8/10/96,8:00,,,67.2,,,0,,,67.2,,,,,,,,,,,,,,,6,,,,,,17.3,,,14.2,,,82,,,928.56,,,106,,,1.1,,,,,,,,,,,,,,,,,,,,,
8/10/96,9:00,,,199.8,,,12.6615,,,193.264,,,,,,,,,,,,,,,6,,,,,,18.3,,,14.2,,,77,,,929.01,,,101,,,1,,,,,,,,,,,,,,,,,,,,,
8/10/96,10:00,,,369.1,,,40.8105,,,340.482,,,,,,,,,,,,,,,6,,,,,,19.6,,,13.8,,,70,,,929.03,,,108,,,1.1,,,,,,,,,,,,,,,,,,,,,
8/10/96,11:00,,,536.6,,,130.796,,,426.58,,,,,,,,,,,,,,,6,,,,,,21.2,,,13.7,,,65,,,928.76,,,98,,,1,,,,,,,,,,,,,,,,,,,,,
8/10/96,12:00,,,647.5,,,189.265,,,472.168,,,,,,,,,,,,,,,6,,,,,,22.5,,,13,,,58,,,928.31,,,117,,,0.8,,,,,,,,,,,,,,,,,,,,,
8/10/96,13:00,,,596.6,,,119.733,,,482.72,,,,,,,,,,,,,,,6,,,,,,23.4,,,12.6,,,55,,,927.79,,,155,,,0.5,,,,,,,,,,,,,,,,,,,,,
8/10/96,14:00,,,597.4,,,175.075,,,437.439,,,,,,,,,,,,,,,6,,,,,,23.8,,,12.1,,,53,,,927.18,,,200,,,0.7,,,,,,,,,,,,,,,,,,,,,
8/10/96,15:00,,,522.8,,,190.115,,,367.552,,,,,,,,,,,,,,,6,,,,,,23.7,,,12.2,,,53,,,926.53,,,169,,,1.2,,,,,,,,,,,,,,,,,,,,,
8/10/96,16:00,,,446,,,171.668,,,331.581,,,,,,,,,,,,,,,6,,,,,,23.2,,,12.5,,,56,,,926.27,,,181,,,1.6,,,,,,,,,,,,,,,,,,,,,
8/10/96,17:00,,,279.4,,,131.821,,,216.964,,,,,,,,,,,,,,,6,,,,,,22,,,12.9,,,62,,,926.33,,,185,,,1.4,,,,,,,,,,,,,,,,,,,,,
8/10/96,18:00,,,146,,,186.868,,,99.0717,,,,,,,,,,,,,,,6,,,,,,21.1,,,12.7,,,65,,,926.61,,,164,,,1.4,,,,,,,,,,,,,,,,,,,,,
8/10/96,19:00,,,31.3,,,135.632,,,29.382,,,,,,,,,,,,,,,6,,,,,,20.2,,,13.1,,,68,,,927.07,,,150,,,1.6,,,,,,,,,,,,,,,,,,,,,
8/10/96,20:00,,,0.5,,,0,,,0.5,,,,,,,,,,,,,,,6,,,,,,19.7,,,13.1,,,69,,,927.43,,,142,,,1.5,,,,,,,,,,,,,,,,,,,,,
8/10/96,21:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,19,,,13.1,,,72,,,927.98,,,137,,,1.9,,,,,,,,,,,,,,,,,,,,,
8/10/96,22:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,18.7,,,12.8,,,71,,,928.35,,,124,,,1.7,,,,,,,,,,,,,,,,,,,,,
8/10/96,23:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,18.4,,,12.9,,,72,,,928.49,,,120,,,1.4,,,,,,,,,,,,,,,,,,,,,
8/10/96,24:00:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,18.2,,,13,,,74,,,928.31,,,127,,,1.5,,,,,,,,,,,,,,,,,,,,,
9/10/96,1:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,17.9,,,13.3,,,76,,,927.85,,,124,,,1.3,,,,,,,,,,,,,,,,,,,,,
9/10/96,2:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,17.5,,,13.3,,,78,,,927.44,,,136,,,1.3,,,,,,,,,,,,,,,,,,,,,
9/10/96,3:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,17.2,,,13.3,,,79,,,926.97,,,131,,,1.4,,,,,,,,,,,,,,,,,,,,,
9/10/96,4:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,17,,,13.3,,,80,,,926.57,,,128,,,1.4,,,,,,,,,,,,,,,,,,,,,
9/10/96,5:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,16.7,,,13.4,,,81,,,926.66,,,125,,,1.5,,,,,,,,,,,,,,,,,,,,,
9/10/96,6:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,16.5,,,13.4,,,82,,,927.17,,,122,,,1.3,,,,,,,,,,,,,,,,,,,,,
9/10/96,7:00,,,5.3,,,0,,,5.3,,,,,,,,,,,,,,,6,,,,,,16.5,,,13.4,,,82,,,927.77,,,138,,,1.2,,,,,,,,,,,,,,,,,,,,,
9/10/96,8:00,,,86.8,,,0,,,86.8,,,,,,,,,,,,,,,6,,,,,,17.4,,,13.8,,,80,,,928.14,,,117,,,1.8,,,,,,,,,,,,,,,,,,,,,
9/10/96,9:00,,,253.8,,,42.9563,,,231.486,,,,,,,,,,,,,,,6,,,,,,18.7,,,13.6,,,73,,,928.57,,,112,,,1.8,,,,,,,,,,,,,,,,,,,,,
9/10/96,10:00,,,399.9,,,79.7957,,,343.707,,,,,,,,,,,,,,,6,,,,,,19.9,,,13.5,,,68,,,928.99,,,123,,,1.7,,,,,,,,,,,,,,,,,,,,,
9/10/96,11:00,,,546.2,,,192.946,,,383.393,,,,,,,,,,,,,,,6,,,,,,21,,,13.5,,,64,,,928.74,,,113,,,1.5,,,,,,,,,,,,,,,,,,,,,
9/10/96,12:00,,,614.9,,,181.261,,,446.564,,,,,,,,,,,,,,,6,,,,,,22,,,13.3,,,61,,,928.46,,,121,,,1.2,,,,,,,,,,,,,,,,,,,,,
9/10/96,13:00,,,616.3,,,161.059,,,462.791,,,,,,,,,,,,,,,6,,,,,,22.8,,,12.9,,,57,,,927.96,,,131,,,0.9,,,,,,,,,,,,,,,,,,,,,
9/10/96,14:00,,,605.1,,,182.306,,,438.214,,,,,,,,,,,,,,,6,,,,,,23.4,,,12.6,,,55,,,927.3,,,187,,,0.5,,,,,,,,,,,,,,,,,,,,,
9/10/96,15:00,,,533,,,203.153,,,366.792,,,,,,,,,,,,,,,6,,,,,,23.5,,,12.2,,,55,,,926.63,,,148,,,0.4,,,,,,,,,,,,,,,,,,,,,
9/10/96,16:00,,,462.1,,,182.006,,,340.532,,,,,,,,,,,,,,,8,,,,,,23.2,,,12.6,,,57,,,926.17,,,194,,,1.1,,,,,,,,,,,,,,,,,,,,,
9/10/96,17:00,,,337,,,315.967,,,186.91,,,,,,,,,,,,,,,6,,,,,,22.7,,,12.8,,,60,,,926.06,,,186,,,1.2,,,,,,,,,,,,,,,,,,,,,
9/10/96,18:00,,,164.1,,,314.168,,,84.7561,,,,,,,,,,,,,,,6,,,,,,21.8,,,12.5,,,62,,,926.28,,,176,,,0.8,,,,,,,,,,,,,,,,,,,,,
9/10/96,19:00,,,35.9,,,184.699,,,33.0017,,,,,,,,,,,,,,,6,,,,,,20.6,,,13.6,,,68,,,926.79,,,160,,,1.2,,,,,,,,,,,,,,,,,,,,,
9/10/96,20:00,,,0.2,,,0,,,0.2,,,,,,,,,,,,,,,6,,,,,,19.9,,,13.6,,,70,,,927.06,,,136,,,1.4,,,,,,,,,,,,,,,,,,,,,
9/10/96,21:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,19.6,,,13.7,,,71,,,927.49,,,134,,,1,,,,,,,,,,,,,,,,,,,,,
9/10/96,22:00,,,0.6,,,0,,,0.6,,,,,,,,,,,,,,,5,,,,,,19.2,,,13.8,,,73,,,927.97,,,141,,,1.7,,,,,,,,,,,,,,,,,,,,,
9/10/96,23:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,18.9,,,13.8,,,74,,,928.09,,,123,,,1.7,,,,,,,,,,,,,,,,,,,,,
9/10/96,24:00:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,18.7,,,13.8,,,75,,,927.85,,,112,,,1.5,,,,,,,,,,,,,,,,,,,,,
10/10/96,1:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,18.4,,,13.6,,,75,,,927.58,,,113,,,1.2,,,,,,,,,,,,,,,,,,,,,
10/10/96,2:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,18,,,13.6,,,77,,,927.03,,,112,,,1.4,,,,,,,,,,,,,,,,,,,,,
10/10/96,3:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,17.7,,,13.5,,,77,,,926.59,,,113,,,1.2,,,,,,,,,,,,,,,,,,,,,
10/10/96,4:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,17.4,,,13.4,,,79,,,926.28,,,106,,,1.4,,,,,,,,,,,,,,,,,,,,,
10/10/96,5:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,17.2,,,13.5,,,79,,,926.36,,,104,,,1.3,,,,,,,,,,,,,,,,,,,,,
10/10/96,6:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,17.3,,,13.3,,,78,,,926.85,,,86,,,1.1,,,,,,,,,,,,,,,,,,,,,
10/10/96,7:00,,,6.7,,,0,,,6.7,,,,,,,,,,,,,,,5,,,,,,17.2,,,13.3,,,79,,,927.4,,,70,,,1,,,,,,,,,,,,,,,,,,,,,
10/10/96,8:00,,,121,,,10.242,,,117.87,,,,,,,,,,,,,,,5,,,,,,18.3,,,13.3,,,74,,,928.08,,,78,,,1.5,,,,,,,,,,,,,,,,,,,,,
10/10/96,9:00,,,315.5,,,144.9,,,239.766,,,,,,,,,,,,,,,5,,,,,,19.4,,,13.3,,,69,,,928.53,,,73,,,1.8,,,,,,,,,,,,,,,,,,,,,
10/10/96,10:00,,,521.6,,,221.932,,,364.669,,,,,,,,,,,,,,,6,,,,,,20.9,,,13,,,62,,,928.64,,,73,,,1.2,,,,,,,,,,,,,,,,,,,,,
10/10/96,11:00,,,638.1,,,268.206,,,411.098,,,,,,,,,,,,,,,6,,,,,,22.3,,,12.8,,,57,,,928.39,,,72,,,1.4,,,,,,,,,,,,,,,,,,,,,
10/10/96,12:00,,,742.6,,,320.789,,,443.963,,,,,,,,,,,,,,,6,,,,,,23.6,,,12.4,,,52,,,928.11,,,105,,,0.8,,,,,,,,,,,,,,,,,,,,,
10/10/96,13:00,,,776.2,,,338.094,,,453.294,,,,,,,,,,,,,,,6,,,,,,24.6,,,12,,,48,,,927.46,,,69,,,0.5,,,,,,,,,,,,,,,,,,,,,
10/10/96,14:00,,,798.5,,,443.082,,,392.141,,,,,,,,,,,,,,,6,,,,,,25.5,,,11.5,,,45,,,926.73,,,71,,,0.7,,,,,,,,,,,,,,,,,,,,,
10/10/96,15:00,,,751,,,542.818,,,306.075,,,,,,,,,,,,,,,6,,,,,,26,,,11.3,,,44,,,925.99,,,153,,,0.2,,,,,,,,,,,,,,,,,,,,,
10/10/96,16:00,,,591.7,,,539.342,,,230.699,,,,,,,,,,,,,,,6,,,,,,25.8,,,11,,,44,,,925.61,,,174,,,0.4,,,,,,,,,,,,,,,,,,,,,
10/10/96,17:00,,,359.8,,,391.221,,,173.423,,,,,,,,,,,,,,,6,,,,,,24.3,,,12.3,,,52,,,925.78,,,182,,,1.7,,,,,,,,,,,,,,,,,,,,,
10/10/96,18:00,,,152.8,,,210.003,,,99.4614,,,,,,,,,,,,,,,6,,,,,,22.6,,,12.6,,,59,,,926.15,,,174,,,1.7,,,,,,,,,,,,,,,,,,,,,
10/10/96,19:00,,,32.4,,,147.381,,,29.8547,,,,,,,,,,,,,,,6,,,,,,21,,,13.5,,,65,,,926.59,,,166,,,1.8,,,,,,,,,,,,,,,,,,,,,
10/10/96,20:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,20.1,,,13.9,,,70,,,927.12,,,149,,,1.7,,,,,,,,,,,,,,,,,,,,,
10/10/96,21:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,19.8,,,13.7,,,70,,,927.54,,,123,,,1.9,,,,,,,,,,,,,,,,,,,,,
10/10/96,22:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,19.4,,,13.6,,,71,,,927.91,,,122,,,1.6,,,,,,,,,,,,,,,,,,,,,
10/10/96,23:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,19.5,,,13.8,,,71,,,866.13,,,116,,,1.5,,,,,,,,,,,,,,,,,,,,,
10/10/96,24:00:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,19.2,,,13.8,,,72,,,866.07,,,107,,,1.5,,,,,,,,,,,,,,,,,,,,,
11/10/96,1:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,19,,,13.7,,,73,,,865.67,,,104,,,1.4,,,,,,,,,,,,,,,,,,,,,
11/10/96,2:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,18.6,,,13.7,,,74,,,865.22,,,95,,,1.3,,,,,,,,,,,,,,,,,,,,,
11/10/96,3:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,18.4,,,13.6,,,75,,,864.73,,,99,,,1.3,,,,,,,,,,,,,,,,,,,,,
11/10/96,4:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,18,,,13.7,,,77,,,864.41,,,93,,,1.4,,,,,,,,,,,,,,,,,,,,,
11/10/96,5:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,17.7,,,13.7,,,78,,,864.53,,,97,,,1.4,,,,,,,,,,,,,,,,,,,,,
11/10/96,6:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,17.4,,,13.7,,,80,,,864.89,,,93,,,1.3,,,,,,,,,,,,,,,,,,,,,
11/10/96,7:00,,,5.3,,,0,,,5.3,,,,,,,,,,,,,,,6,,,,,,17.5,,,13.8,,,80,,,865.45,,,104,,,1.2,,,,,,,,,,,,,,,,,,,,,
11/10/96,8:00,,,88.9,,,0,,,88.9,,,,,,,,,,,,,,,6,,,,,,18.4,,,13.8,,,76,,,866.05,,,98,,,1.5,,,,,,,,,,,,,,,,,,,,,
11/10/96,9:00,,,240.5,,,31.0895,,,224.153,,,,,,,,,,,,,,,6,,,,,,19.6,,,13.8,,,71,,,866.57,,,102,,,1.5,,,,,,,,,,,,,,,,,,,,,
11/10/96,10:00,,,442.8,,,130.321,,,350.279,,,,,,,,,,,,,,,6,,,,,,20.7,,,13.5,,,66,,,928.33,,,94,,,1.9,,,,,,,,,,,,,,,,,,,,,
11/10/96,11:00,,,582.2,,,240.797,,,377.791,,,,,,,,,,,,,,,6,,,,,,22.6,,,13.6,,,60,,,866.41,,,102,,,1,,,,,,,,,,,,,,,,,,,,,
11/10/96,12:00,,,614.1,,,92.8505,,,527.457,,,,,,,,,,,,,,,6,,,,,,23.7,,,12.9,,,55,,,865.96,,,115,,,1.1,,,,,,,,,,,,,,,,,,,,,
11/10/96,13:00,,,643.1,,,98.8166,,,548.534,,,,,,,,,,,,,,,6,,,,,,24.8,,,12.3,,,50,,,865.41,,,128,,,0.7,,,,,,,,,,,,,,,,,,,,,
11/10/96,14:00,,,668.7,,,222.534,,,464.239,,,,,,,,,,,,,,,6,,,,,,25.7,,,12.1,,,47,,,926.27,,,160,,,1,,,,,,,,,,,,,,,,,,,,,
11/10/96,15:00,,,660.9,,,342.357,,,379.774,,,,,,,,,,,,,,,6,,,,,,26,,,12.2,,,46,,,925.62,,,179,,,1.1,,,,,,,,,,,,,,,,,,,,,
11/10/96,16:00,,,489.4,,,220.98,,,341.182,,,,,,,,,,,,,,,8,,,,,,25.4,,,12.1,,,48,,,925.26,,,186,,,1.2,,,,,,,,,,,,,,,,,,,,,
11/10/96,17:00,,,311.4,,,123.457,,,252.415,,,,,,,,,,,,,,,6,,,,,,23.8,,,13.3,,,55,,,925.52,,,170,,,1.8,,,,,,,,,,,,,,,,,,,,,
11/10/96,18:00,,,151.4,,,221.231,,,94.888,,,,,,,,,,,,,,,6,,,,,,21.9,,,13.8,,,63,,,926.01,,,169,,,1.7,,,,,,,,,,,,,,,,,,,,,
11/10/96,19:00,,,36.7,,,189.924,,,33.115,,,,,,,,,,,,,,,6,,,,,,20.7,,,14.4,,,69,,,926.48,,,168,,,1.7,,,,,,,,,,,,,,,,,,,,,
11/10/96,20:00,,,1.6,,,0,,,1.6,,,,,,,,,,,,,,,6,,,,,,19.7,,,14.9,,,75,,,927.12,,,160,,,1.9,,,,,,,,,,,,,,,,,,,,,
11/10/96,21:00,,,0.8,,,0,,,0.8,,,,,,,,,,,,,,,6,,,,,,19.3,,,14.4,,,74,,,927.61,,,152,,,1.6,,,,,,,,,,,,,,,,,,,,,
11/10/96,22:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,19.1,,,14.4,,,75,,,927.96,,,146,,,1.5,,,,,,,,,,,,,,,,,,,,,
11/10/96,23:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,18.8,,,14.5,,,77,,,927.94,,,142,,,1.3,,,,,,,,,,,,,,,,,,,,,
11/10/96,24:00:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,18.5,,,14.6,,,78,,,927.81,,,131,,,1.2,,,,,,,,,,,,,,,,,,,,,
12/10/96,1:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,18.3,,,14.5,,,79,,,927.47,,,123,,,1.1,,,,,,,,,,,,,,,,,,,,,
12/10/96,2:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,18.2,,,14.3,,,78,,,926.9,,,103,,,1.5,,,,,,,,,,,,,,,,,,,,,
12/10/96,3:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,17.8,,,14.2,,,80,,,926.43,,,108,,,1.5,,,,,,,,,,,,,,,,,,,,,
12/10/96,4:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,17.6,,,14.1,,,80,,,926.09,,,100,,,1.5,,,,,,,,,,,,,,,,,,,,,
12/10/96,5:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,17.5,,,14.1,,,81,,,864.29,,,94,,,1.6,,,,,,,,,,,,,,,,,,,,,
12/10/96,6:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,17.2,,,14.1,,,82,,,926.61,,,96,,,1.3,,,,,,,,,,,,,,,,,,,,,
12/10/96,7:00,,,9.4,,,0,,,9.4,,,,,,,,,,,,,,,6,,,,,,17.2,,,14.1,,,82,,,927.05,,,90,,,1.3,,,,,,,,,,,,,,,,,,,,,
12/10/96,8:00,,,113.3,,,3.51517,,,112.202,,,,,,,,,,,,,,,6,,,,,,18.3,,,14.2,,,78,,,927.58,,,97,,,1.4,,,,,,,,,,,,,,,,,,,,,
12/10/96,9:00,,,292.9,,,100.745,,,239.616,,,,,,,,,,,,,,,6,,,,,,19.8,,,13.9,,,69,,,927.99,,,99,,,1.7,,,,,,,,,,,,,,,,,,,,,
12/10/96,10:00,,,489.7,,,167.974,,,369.981,,,,,,,,,,,,,,,6,,,,,,21.6,,,13.6,,,62,,,927.98,,,82,,,1.6,,,,,,,,,,,,,,,,,,,,,
12/10/96,11:00,,,659.2,,,287.969,,,414.043,,,,,,,,,,,,,,,6,,,,,,23.3,,,13.3,,,55,,,927.77,,,81,,,1.3,,,,,,,,,,,,,,,,,,,,,
12/10/96,12:00,,,773.3,,,356.254,,,440.105,,,,,,,,,,,,,,,6,,,,,,25.4,,,12.6,,,47,,,927.29,,,59,,,1,,,,,,,,,,,,,,,,,,,,,
12/10/96,13:00,,,811.7,,,407.635,,,420.843,,,,,,,,,,,,,,,6,,,,,,26.4,,,11.7,,,43,,,926.63,,,354,,,0.9,,,,,,,,,,,,,,,,,,,,,
12/10/96,14:00,,,722.8,,,303.721,,,443.251,,,,,,,,,,,,,,,6,,,,,,27,,,11.4,,,41,,,925.86,,,322,,,0.5,,,,,,,,,,,,,,,,,,,,,
12/10/96,15:00,,,636.5,,,251.121,,,429.923,,,,,,,,,,,,,,,6,,,,,,26.6,,,11.1,,,44,,,925.28,,,266,,,0.6,,,,,,,,,,,,,,,,,,,,,
12/10/96,16:00,,,493.9,,,241.648,,,331.484,,,,,,,,,,,,,,,8,,,,,,26.2,,,11.7,,,46,,,924.85,,,187,,,0.5,,,,,,,,,,,,,,,,,,,,,
12/10/96,17:00,,,314.4,,,126.15,,,253.954,,,,,,,,,,,,,,,6,,,,,,25.1,,,12,,,51,,,924.67,,,165,,,0.6,,,,,,,,,,,,,,,,,,,,,
12/10/96,18:00,,,148,,,98.5416,,,122.683,,,,,,,,,,,,,,,6,,,,,,23.9,,,12.6,,,55,,,924.95,,,174,,,1.1,,,,,,,,,,,,,,,,,,,,,
12/10/96,19:00,,,37.4,,,204.021,,,33.2156,,,,,,,,,,,,,,,6,,,,,,22.7,,,12.8,,,59,,,925.28,,,134,,,1.1,,,,,,,,,,,,,,,,,,,,,
