,G_Dh
4653,0
4654,0
4655,0
4656,0
4657,0
4658,0
4659,2.615
4660,31.752
4661,78.041
4662,127.118
4663,171.416
4664,204.762
4665,237.917
4666,248.468
4667,246.923
4668,255.235
4669,260.879
4670,227.063
4671,186.909
4672,133.282
4673,95.861
4674,50.819
4675,10.636
4676,0.019
4677,0
4678,0
4679,0
4680,0
4681,0
4682,0
4683,2.225
4684,30.088
4685,73.603
4686,114.566
4687,155.828
4688,210.797
4689,239.406
4690,257.788
4691,256.545
4692,268.175
4693,229.676
4694,219.422
4695,180.1
4696,128.71
4697,88.031
4698,48.582
4699,11.328
4700,0.019
4701,0
4702,0
4703,0
4704,0
4705,0
4706,0
4707,2.856
4708,34.178
4709,81.811
4710,132.395
4711,179.789
4712,225.776
4713,264.973
4714,282.871
4715,288.071
4716,269.142
4717,248.768
4718,199.428
4719,169.085
4720,135.852
4721,101.704
4722,54.201
4723,10.146
4724,0.023
4725,0
4726,0
4727,0
4728,0
4729,0
4730,0
4731,1.934
4732,28.501
4733,72.861
4734,114.227
4735,167.765
4736,206.032
4737,247.947
4738,273.548
4739,304.385
4740,295.41
4741,279.972
4742,239.22
4743,190.795
4744,138.119
4745,102.704
4746,51.076
4747,10.116
4748,0
4749,0
4750,0
4751,0
4752,0
4753,0
4754,0
4755,1.82
4756,30.779
4757,80.938
4758,131.965
4759,185.008
4760,222.9
4761,249.565
4762,258.166
4763,270.534
4764,268.832
4765,245.648
4766,207.105
4767,174.051
4768,137.083
4769,93.202
4770,50.285
4771,10.271
4772,0
4773,0
4774,0
4775,0
4776,0
4777,0
4778,0
4779,2.1
4780,32.906
4781,81.72
4782,123.813
4783,165.132
4784,200.392
4785,221.013
4786,263.84
4787,269.195
4788,272.525
4789,246.358
4790,212.084
4791,192.293
4792,141.445
4793,96.963
4794,48.734
4795,8.913
4796,0
4797,0
4798,0
4799,0
4800,0
4801,0
4802,0
4803,1.646
4804,33.862
4805,81.481
4806,125.793
4807,166.606
4808,202.746
4809,228.054
4810,247.282
4811,281.413
4812,273.387
4813,261.056
4814,233.831
4815,209.163
4816,158.987
4817,102.725
4818,53.594
4819,8.966
4820,0
4821,0
4822,0
4823,0
4824,0
4825,0
4826,0
4827,1.496
4828,32.276
4829,79.055
4830,133.867
4831,174.661
4832,226.958
4833,248.284
4834,261.531
4835,284.523
4836,267.128
4837,265.604
4838,204.864
4839,182.123
4840,136.825
4841,90.328
4842,48.73
4843,8.052
4844,0
4845,0
4846,0
4847,0
4848,0
4849,0
4850,0
4851,1.343
4852,31.717
4853,83.866
4854,134.814
4855,177.465
4856,207.112
4857,231.449
4858,259.712
4859,254.711
4860,225.934
4861,242.478
4862,204.596
4863,167.487
4864,137.034
4865,88.082
4866,47.259
4867,7.442
4868,0
4869,0
4870,0
4871,0
4872,0
4873,0
4874,0
4875,0.977
4876,26.44
4877,73.567
4878,128.701
4879,169.739
4880,210.167
4881,234.208
4882,272.427
4883,303.617
4884,299.034
4885,262.846
4886,229.653
4887,182.997
4888,150.934
4889,96.785
4890,51.942
4891,7.83
4892,0
4893,0
4894,0
4895,0
4896,0
4897,0
4898,0
4899,0.669
4900,25.976
4901,72.802
4902,121.105
4903,164.558
4904,208.498
4905,231.984
4906,245.923
4907,265.479
4908,265.682
4909,255.336
4910,222.377
4911,179.126
4912,131.352
4913,88.641
4914,45.621
4915,6.697
4916,0
4917,0
4918,0
4919,0
4920,0
4921,0
4922,0
4923,0.785
4924,24.529
4925,71.038
4926,123.065
4927,171.438
4928,206.293
4929,229.654
4930,220.254
4931,286.95
4932,288.152
4933,258.84
4934,212.642
4935,179.181
4936,138.136
4937,87.941
4938,44.414
4939,6.817
4940,0
4941,0
4942,0
4943,0
4944,0
4945,0
4946,0
4947,0.625
4948,25.984
4949,74.867
4950,123.001
4951,169.835
4952,212.305
4953,219.179
4954,254.279
4955,243.862
4956,265.999
4957,235.2
4958,203.569
4959,169.904
4960,120.804
4961,86.554
4962,43.674
4963,5.453
4964,0
4965,0
4966,0
4967,0
4968,0
4969,0
4970,0
4971,0.303
4972,23.516
4973,73.212
4974,126.095
4975,167.981
4976,204.167
4977,214.931
4978,235.016
4979,256.473
4980,272.195
4981,251.438
4982,229.133
4983,183.611
4984,140.93
4985,94.112
4986,41.502
4987,6.711
4988,0
4989,0
4990,0
4991,0
4992,0
4993,0
4994,0
4995,0.352
4996,21.115
4997,68.101
4998,118.83
4999,171.752
5000,207.469
5001,246.085
5002,272.796
5003,256.514
5004,276.198
5005,236.721
5006,208.075
5007,173.557
5008,124.418
5009,81.896
5010,37.206
5011,4.495
5012,0
5013,0
5014,0
5015,0
5016,0
5017,0
5018,0
5019,0.377
5020,22.083
5021,68.927
5022,115.483
5023,161.861
5024,205.436
5025,240.698
5026,278.667
5027,279.138
5028,263.041
5029,247.652
5030,216.025
5031,184.248
5032,141.22
5033,88.305
5034,42.722
5035,4.843
5036,0
5037,0
5038,0
5039,0
5040,0
5041,0
5042,0
5043,0.104
5044,20.659
5045,71.593
5046,118.724
5047,161.605
5048,202.265
5049,232.863
5050,271.804
5051,264.887
5052,275.218
5053,242.011
5054,220.862
5055,182.932
5056,149.379
5057,91.554
5058,41.455
5059,4.302
5060,0
5061,0
5062,0
5063,0
5064,0
5065,0
5066,0
5067,0.155
5068,22.181
5069,73.229
5070,117.656
5071,163.322
5072,194.489
5073,225.483
5074,252.642
5075,264.364
5076,252.838
5077,236.667
5078,207.598
5079,160.69
5080,118.059
5081,83.593
5082,37.465
5083,3.098
5084,0
5085,0
5086,0
5087,0
5088,0
5089,0
5090,0
5091,0.208
5092,21.012
5093,67.014
5094,118.751
5095,154.984
5096,199.742
5097,230.711
5098,273.282
5099,278.226
5100,268.829
5101,232.836
5102,218.821
5103,165.708
5104,133.149
5105,88.738
5106,42.882
5107,4.079
5108,0
5109,0
5110,0
5111,0
5112,0
5113,0
5114,0
5115,0.064
5116,17.981
5117,67.841
5118,124.163
5119,174.65
5120,209.709
5121,238.944
5122,228.519
5123,257.18
5124,276.761
5125,263.394
5126,223.892
5127,183.958
5128,138.636
5129,89.275
5130,37.165
5131,3.116
5132,0
5133,0
5134,0
5135,0
5136,0
5137,0
5138,0
5139,0.087
5140,19.06
5141,67.272
5142,119.201
5143,164.944
5144,198.447
5145,215.963
5146,232.918
5147,242.929
5148,241.303
5149,235.067
5150,216.434
5151,179.032
5152,135.345
5153,89.598
5154,38.13
5155,2.836
5156,0
5157,0
5158,0
5159,0
5160,0
5161,0
5162,0
5163,0.105
5164,19.077
5165,70.075
5166,117.036
5167,167.721
5168,200.645
5169,229.222
5170,232.65
5171,267.399
5172,262.997
5173,232.819
5174,214.425
5175,166.649
5176,132.389
5177,90.127
5178,36.365
5179,1.53
5180,0
5181,0
5182,0
5183,0
5184,0
5185,0
5186,0
5187,0.046
5188,16.211
5189,67.096
5190,111.499
5191,165.644
5192,201.843
5193,232.712
5194,239.18
5195,251.901
5196,252.818
5197,240.371
5198,204.293
5199,186.854
5200,131.225
5201,94.462
5202,37.048
5203,1.588
5204,0
5205,0
5206,0
5207,0
5208,0
5209,0
5210,0
5211,0.01
5212,15.93
5213,64.439
5214,104.748
5215,145.624
5216,199.764
5217,230.439
5218,237.787
5219,248.469
5220,256.019
5221,223.796
5222,197.707
5223,172.059
5224,130.483
5225,85.755
5226,35.847
5227,1.29
5228,0
5229,0
5230,0
5231,0
5232,0
5233,0
5234,0
5235,0.023
5236,15.931
5237,65.176
5238,107.658
5239,154.006
5240,191.318
5241,231.764
5242,256.685
5243,252.36
5244,255.981
5245,231.092
5246,200.996
5247,164.901
5248,128.065
5249,77.971
5250,32.857
5251,1.387
5252,0
5253,0
5254,0
5255,0
5256,0
5257,0
5258,0
5259,0.019
5260,15.503
5261,64.181
5262,114.483
5263,159.864
5264,197.922
5265,220.163
5266,250.894
5267,249.968
5268,233.713
5269,217.912
5270,188.925
5271,153.492
5272,113.425
5273,73.429
5274,27.248
5275,0.6
5276,0
5277,0
5278,0
5279,0
5280,0
5281,0
5282,0
5283,0.018
5284,10.36
5285,57.292
5286,108.551
5287,161.982
5288,209.97
5289,260.7
5290,271.247
5291,273.866
5292,272.207
5293,247.198
5294,210.428
5295,169.141
5296,122.793
5297,75.56
5298,26.716
5299,0.467
5300,0
5301,0
5302,0
5303,0
5304,0
5305,0
5306,0
5307,0.022
5308,11.639
5309,56.422
5310,103.213
5311,150.151
5312,182.995
5313,219.828
5314,239.169
5315,237.843
5316,231.787
5317,227.704
5318,200.005
5319,158.542
5320,122.424
5321,73.728
5322,25.542
5323,0.461
5324,0
5325,0
5326,0
5327,0
5328,0
5329,0
5330,0
5331,0
5332,10.267
5333,52.342
5334,102.323
5335,147.926
5336,188.254
5337,224.876
5338,247.555
5339,273.623
5340,255.515
5341,221.513
5342,208.257
5343,159.555
5344,115.113
5345,65.598
5346,24.637
5347,0.273
5348,0
5349,0
5350,0
5351,0
5352,0
5353,0
5354,0
5355,0
5356,9.139
5357,53.342
5358,108.223
5359,156.399
5360,183.641
5361,236.13
5362,254.707
5363,256.352
5364,244.462
5365,223.731
5366,203.126
5367,164.051
5368,115.109
5369,72.185
5370,21.548
5371,0.144
5372,0
5373,0
5374,0
5375,0
5376,0
5377,0
5378,0
5379,0
5380,9.034
5381,49.909
5382,99.076
5383,145.229
5384,179.171
5385,200.842
5386,219.231
5387,227.784
5388,221.615
5389,203.514
5390,184.441
5391,146.36
5392,120.417
5393,68.762
5394,21.037
5395,0.128
5396,0
5397,0
5398,0
5399,0
5400,0
5401,0
5402,0
5403,0
5404,9.097
5405,55.402
5406,103.603
5407,149.041
5408,174.793
5409,216.243
5410,251.871
5411,275.341
5412,256.335
5413,230.042
5414,198.607
5415,164.324
5416,117.354
5417,71.377
5418,21.222
5419,0.144
5420,0
5421,0
5422,0
5423,0
5424,0
5425,0
5426,0
5427,0
5428,7.638
5429,50.589
5430,104.639
5431,148.283
5432,184.538
5433,223.594
5434,233.112
5435,251.735
5436,249.685
5437,247.869
5438,220.421
5439,178.883
5440,115.445
5441,66.413
5442,18.827
5443,0.064
5444,0
5445,0
5446,0
5447,0
5448,0
5449,0
5450,0
5451,0
5452,6.167
5453,44.377
5454,95.619
5455,138.227
5456,198.401
5457,243.393
5458,280.265
5459,276.499
5460,276.656
5461,250.267
5462,230.054
5463,168.55
5464,121.48
5465,65.913
5466,17.174
5467,0.462
5468,0
5469,0
5470,0
5471,0
5472,0
5473,0
5474,0
5475,0
5476,6.03
5477,48.916
5478,96.437
5479,138.311
5480,173.079
5481,212.603
5482,252.289
5483,263.796
5484,258.63
5485,232.689
5486,206.113
5487,159.974
5488,117.187
5489,64.068
5490,18.002
5491,0.045
5492,0
5493,0
5494,0
5495,0
5496,0
5497,0
5498,0
5499,0
5500,5.54
5501,50.703
5502,103.844
5503,150.442
5504,185.408
5505,209.891
5506,233.598
5507,236.704
5508,233.695
5509,217.91
5510,175.513
5511,147.776
5512,109.02
5513,58.698
5514,15.878
5515,0.065
5516,0
5517,0
5518,0
5519,0
5520,0
5521,0
5522,0
5523,0
5524,4.826
5525,43.272
5526,87.348
5527,127.058
5528,157.474
5529,198.606
5530,220.638
5531,247.467
5532,250.078
5533,228.884
5534,206.97
5535,169.669
5536,114.787
5537,64.483
5538,16.58
5539,0.022
5540,0
5541,0
5542,0
5543,0
5544,0
5545,0
5546,0
5547,0
5548,4.658
5549,47.485
5550,94.714
5551,145.202
5552,181.39
5553,200.028
5554,244.336
5555,253.158
5556,266.295
5557,246.76
5558,200.671
5559,158.361
5560,110.275
5561,57.038
5562,13.217
5563,0.011
5564,0
5565,0
5566,0
5567,0
5568,0
5569,0
5570,0
5571,0
5572,4.765
5573,46.117
5574,104.814
5575,149.944
5576,196.209
5577,219.719
5578,246.804
5579,254.035
5580,235.777
5581,230.662
5582,193.879
5583,163.609
5584,111.655
5585,58.112
5586,13.097
5587,0
5588,0
5589,0
5590,0
5591,0
5592,0
5593,0
5594,0
5595,0
5596,4.513
5597,42.96
5598,96.303
5599,141.271
5600,176.39
5601,220.989
5602,247.87
5603,272.111
5604,253.449
5605,225.267
5606,202.588
5607,167.08
5608,108.256
5609,57.318
5610,11.321
5611,0
5612,0
5613,0
5614,0
5615,0
5616,0
5617,0
5618,0
5619,0
5620,3.294
5621,39.134
5622,94.249
5623,145.75
5624,189.325
5625,216.558
5626,230.235
5627,236.103
5628,230.639
5629,211.108
5630,185.665
5631,150.215
5632,104.241
5633,57.765
5634,11.214
5635,0
5636,0
5637,0
5638,0
5639,0
5640,0
5641,0
5642,0
5643,0
5644,3.389
5645,41.47
5646,93.545
5647,142.517
5648,177.943
5649,212.747
5650,224.348
5651,239.263
5652,240.218
5653,240.814
5654,183.425
5655,151.675
5656,109.596
5657,54.604
5658,9.939
5659,0
5660,0
5661,0
5662,0
5663,0
5664,0
5665,0
5666,0
5667,0
5668,3.118
5669,41.109
5670,95.158
5671,142.382
5672,179.298
5673,213.361
5674,242.91
5675,255.637
5676,237.817
5677,231.89
5678,193.46
5679,147.975
5680,101.939
5681,50.493
5682,7.393
5683,0
5684,0
5685,0
5686,0
5687,0
5688,0
5689,0
5690,0
5691,0
5692,2.602
5693,34.82
5694,85.333
5695,136.54
5696,171.138
5697,218.412
5698,239.987
5699,246.8
5700,249.824
5701,225.255
5702,194.084
5703,135.119
5704,88.683
5705,48.702
5706,5.699
5707,0
5708,0
5709,0
5710,0
5711,0
5712,0
5713,0
5714,0
5715,0
5716,2.046
5717,35.455
5718,86.074
5719,126.278
5720,167.183
5721,193.812
5722,224.281
5723,227.045
5724,233.38
5725,208.684
5726,187.273
5727,146.364
5728,94.545
5729,47.404
5730,5.621
5731,0
5732,0
5733,0
5734,0
5735,0
5736,0
5737,0
5738,0
5739,0
5740,1.419
5741,31.119
5742,83.478
5743,133.347
5744,177.642
5745,202.653
5746,212.535
5747,215.299
5748,211.264
5749,212.778
5750,181.564
5751,138.543
5752,91.295
5753,40.086
5754,5.406
5755,0
5756,0
5757,0
5758,0
5759,0
5760,0
5761,0
5762,0
5763,0
5764,1.568
5765,30.324
5766,80.523
5767,130.543
5768,170.688
5769,212.102
5770,223.79
5771,246.675
5772,249.031
5773,223.619
5774,190.106
5775,138.285
5776,94.926
5777,47.517
5778,5.812
5779,0
5780,0
5781,0
5782,0
5783,0
5784,0
5785,0
5786,0
5787,0
5788,1.18
5789,33.944
5790,84.899
5791,128.507
5792,171.927
5793,205.278
5794,242.928
5795,251.846
5796,252.435
5797,209.9
5798,174.203
5799,136.809
5800,95.542
5801,48.575
5802,4.018
5803,0
5804,0
5805,0
5806,0
5807,0
5808,0
5809,0
5810,0
5811,0
5812,1.069
5813,34.851
5814,84.561
5815,127.915
5816,170.591
5817,198.257
5818,230.312
5819,230.207
5820,225.216
5821,209.92
5822,185.443
5823,142.846
5824,93.512
5825,42.612
5826,3.53
5827,0
5828,0
5829,0
5830,0
5831,0
5832,0
5833,0
5834,0
5835,0
5836,0.729
5837,33.973
5838,88.296
5839,130.506
5840,173.505
5841,200.117
5842,229.116
5843,231.528
5844,230.626
5845,209.528
5846,174.357
5847,133.086
5848,88.394
5849,42.415
5850,3.42
5851,0
5852,0
5853,0
5854,0
5855,0
5856,0
5857,0
5858,0
5859,0
5860,0.701
5861,28.051
5862,78.535
5863,128.586
5864,171.871
5865,207.098
5866,247.73
5867,253.526
5868,235.949
5869,213.586
5870,175.52
5871,131.149
5872,83.482
5873,33.914
5874,2.508
5875,0
5876,0
5877,0
5878,0
5879,0
5880,0
5881,0
5882,0
5883,0
5884,0.705
5885,26.342
5886,76.921
5887,122.19
5888,157.377
5889,189.321
5890,200.994
5891,209.372
5892,215.876
5893,192.122
5894,165.611
5895,116.933
5896,86.409
5897,35.186
5898,2.186
5899,0
5900,0
5901,0
5902,0
5903,0
5904,0
5905,0
5906,0
5907,0
5908,0.272
5909,26.911
5910,74.913
5911,120.159
5912,157.128
5913,200.527
5914,193.352
5915,206.088
5916,230.596
5917,206.852
5918,172.54
5919,129.399
5920,88.022
5921,35.884
5922,1.531
5923,0
5924,0
5925,0
5926,0
5927,0
5928,0
5929,0
5930,0
5931,0
5932,0.188
5933,27.557
5934,79.163
5935,122.547
5936,170.761
5937,192.136
5938,221.037
5939,240.509
5940,227.286
5941,214.972
5942,172.4
5943,128.931
5944,89.982
5945,37.894
5946,0.961
5947,0
5948,0
5949,0
5950,0
5951,0
5952,0
5953,0
5954,0
5955,0
5956,0.114
5957,27.851
5958,84.619
5959,129.546
5960,165.436
5961,194.32
5962,213.741
5963,208.962
5964,204.331
5965,182.546
5966,156.801
5967,128.087
5968,85.759
5969,32.897
5970,0.721
5971,0
5972,0
5973,0
5974,0
5975,0
5976,0
5977,0
5978,0
5979,0
5980,0.156
5981,22.658
5982,77.032
5983,126.957
5984,171.326
5985,199.136
5986,213.461
5987,219.779
5988,235.938
5989,197.833
5990,151.83
5991,121.519
5992,80.048
5993,25.462
5994,0.368
5995,0
5996,0
5997,0
5998,0
5999,0
6000,0
6001,0
6002,0
6003,0
6004,0.086
6005,19.753
6006,61.865
6007,120.436
6008,168.919
6009,188.503
6010,219.379
6011,221.214
6012,225.972
6013,197.231
6014,160.133
6015,122.661
6016,75.394
6017,28.107
6018,0.136
6019,0
6020,0
6021,0
6022,0
6023,0
6024,0
6025,0
6026,0
6027,0
6028,0.057
6029,17.654
6030,65.078
6031,101.883
6032,133.841
6033,166.175
6034,188.441
6035,209.318
6036,199.786
6037,182.383
6038,151.768
6039,119.684
6040,76.752
6041,25.9
6042,0.188
6043,0
6044,0
6045,0
6046,0
6047,0
6048,0
6049,0
6050,0
6051,0
6052,0.05
6053,20.269
6054,72.014
6055,114.703
6056,149.178
6057,195.919
6058,200.358
6059,218.615
6060,210.363
6061,183.804
6062,144.651
6063,121.087
6064,74.443
6065,22.417
6066,0.317
6067,0
6068,0
6069,0
6070,0
6071,0
6072,0
6073,0
6074,0
6075,0
6076,0.028
6077,15.903
6078,60.166
6079,110.965
6080,152.691
6081,197.966
6082,224.092
6083,225.14
6084,217.71
6085,190.958
6086,152.28
6087,116.898
6088,74.895
6089,20.163
6090,0.091
6091,0
6092,0
6093,0
6094,0
6095,0
6096,0
6097,0
6098,0
6099,0
6100,0.028
6101,16.332
6102,70.516
6103,116.883
6104,155.382
6105,188.014
6106,200.254
6107,210.833
6108,201.029
6109,184.805
6110,159.539
6111,112.884
6112,66.657
6113,18.947
6114,0.09
6115,0
6116,0
6117,0
6118,0
6119,0
6120,0
6121,0
6122,0
6123,0
6124,0.032
6125,16.924
6126,66.499
6127,115.579
6128,158.8
6129,189.788
6130,209.606
6131,210.044
6132,194.548
6133,182.597
6134,153.61
6135,107.722
6136,66.074
6137,19.769
6138,0.019
6139,0
6140,0
6141,0
6142,0
6143,0
6144,0
6145,0
6146,0
6147,0
6148,0.01
6149,14.849
6150,62.657
6151,112.569
6152,156.659
6153,192.058
6154,212.376
6155,213.966
6156,213.913
6157,183.187
6158,135.284
6159,108.002
6160,68.113
6161,17.757
6162,0.006
6163,0
6164,0
6165,0
6166,0
6167,0
6168,0
6169,0
6170,0
6171,0
6172,0.009
6173,13.554
6174,58.132
6175,101.042
6176,141.902
6177,158.612
6178,184.303
6179,191.654
6180,189.099
6181,177.23
6182,133.94
6183,103.689
6184,59.409
6185,13.832
6186,0.006
6187,0
6188,0
6189,0
6190,0
6191,0
6192,0
6193,0
6194,0
6195,0
6196,0
6197,14.222
6198,60.698
6199,105.02
6200,141.319
6201,174.026
6202,200.402
6203,213.228
6204,202.708
6205,180.275
6206,157.518
6207,107.665
6208,55.029
6209,11.734
6210,0
6211,0
6212,0
6213,0
6214,0
6215,0
6216,0
6217,0
6218,0
6219,0
6220,0
6221,12.106
6222,57.572
6223,104.486
6224,142.504
6225,184.45
6226,208.842
6227,214.838
6228,206.164
6229,193.694
6230,151.881
6231,107.894
6232,62.255
6233,13.586
6234,0
6235,0
6236,0
6237,0
6238,0
6239,0
6240,0
6241,0
6242,0
6243,0
6244,0
6245,12.845
6246,60.739
6247,107.567
6248,151.451
6249,170.808
6250,204.32
6251,205.265
6252,185.607
6253,162.712
6254,130.612
6255,94.057
6256,52.277
6257,10.04
6258,0
6259,0
6260,0
6261,0
6262,0
6263,0
6264,0
6265,0
6266,0
6267,0
6268,0
6269,10.557
6270,57.024
6271,109.243
6272,149.917
6273,173.689
6274,189.947
6275,208.205
6276,199.012
6277,177.139
6278,153.574
6279,109.925
6280,56.677
6281,10.585
6282,0
6283,0
6284,0
6285,0
6286,0
6287,0
6288,0
6289,0
6290,0
6291,0
6292,0
6293,11.122
6294,62.473
6295,103.343
6296,142.939
6297,175.71
6298,211.714
6299,219.415
6300,195.912
6301,176.655
6302,137.267
6303,104.064
6304,58.28
6305,9.085
6306,0
6307,0
6308,0
6309,0
6310,0
6311,0
6312,0
6313,0
6314,0
6315,0
6316,0
6317,8.459
6318,55.69
6319,104.43
6320,143.908
6321,160.256
6322,186.264
6323,188.481
6324,164.18
6325,154.522
6326,128.889
6327,85.952
6328,48.622
6329,7.407
6330,0
6331,0
6332,0
6333,0
6334,0
6335,0
6336,0
6337,0
6338,0
6339,0
6340,0
6341,8.339
6342,53.535
6343,103.26
6344,148.868
6345,165.981
6346,193.752
6347,205.412
6348,201.087
6349,171.353
6350,146.201
6351,102.047
6352,53.862
6353,6.271
6354,0
6355,0
6356,0
6357,0
6358,0
6359,0
6360,0
6361,0
6362,0
6363,0
6364,0
6365,7.789
6366,54.998
6367,106.003
6368,146.32
6369,172.929
6370,180.964
6371,172.043
6372,180.413
6373,155.679
6374,134.803
6375,95.348
6376,46.817
6377,5.35
6378,0
6379,0
6380,0
6381,0
6382,0
6383,0
6384,0
6385,0
6386,0
6387,0
6388,0
6389,6.041
6390,47.85
6391,98.386
6392,132.839
6393,176.933
6394,200.489
6395,208.592
6396,188.258
6397,170.907
6398,139.719
6399,90.909
6400,41.272
6401,4.032
6402,0
6403,0
6404,0
6405,0
6406,0
6407,0
6408,0
6409,0
6410,0
6411,0
6412,0
6413,5.305
6414,45.847
6415,92.066
6416,132.296
6417,157.734
6418,193.563
6419,201.249
6420,171.94
6421,159.683
6422,131.238
6423,86.1
6424,42.257
6425,3.912
6426,0
6427,0
6428,0
6429,0
6430,0
6431,0
6432,0
6433,0
6434,0
6435,0
6436,0
6437,5.706
6438,50.69
6439,95.847
6440,129.105
6441,164.626
6442,193.601
6443,197.774
6444,194.572
6445,160.58
6446,130.36
6447,84.099
6448,40.348
6449,2.949
6450,0
6451,0
6452,0
6453,0
6454,0
6455,0
6456,0
6457,0
6458,0
6459,0
6460,0
6461,4.222
6462,39.488
6463,84.3
6464,123.428
6465,149.263
6466,170.192
6467,195.888
6468,175.982
6469,159.311
6470,132.46
6471,85.249
6472,35.973
6473,2.68
6474,0
6475,0
6476,0
6477,0
6478,0
6479,0
6480,0
6481,0
6482,0
6483,0
6484,0
6485,4.372
6486,39.93
6487,90.245
6488,131.481
6489,155.968
6490,177.522
6491,186.83
6492,165.585
6493,143.425
6494,119.883
6495,84.393
6496,36.222
6497,1.826
6498,0
6499,0
6500,0
6501,0
6502,0
6503,0
6504,0
6505,0
6506,0
6507,0
6508,0
6509,3.104
6510,40.26
6511,94.356
6512,133.31
6513,163.904
6514,192.471
6515,189.21
6516,174.873
6517,150.224
6518,116.448
6519,83.117
6520,35.516
6521,1.6
6522,0
6523,0
6524,0
6525,0
6526,0
6527,0
6528,0
6529,0
6530,0
6531,0
6532,0
6533,2.641
6534,33.478
6535,79.281
6536,121.475
6537,157.871
6538,169.306
6539,169.336
6540,163.543
6541,144.47
6542,110.6
6543,72.614
6544,30.851
6545,1.396
6546,0
6547,0
6548,0
6549,0
6550,0
6551,0
6552,0
6553,0
6554,0
6555,0
6556,0
6557,2.835
6558,39.983
6559,92.102
6560,133.067
6561,155.907
6562,170.625
6563,185.184
6564,183.67
6565,135.779
6566,116.473
6567,76.13
6568,30.077
6569,0.481
6570,0
6571,0
6572,0
6573,0
6574,0
6575,0
6576,0
6577,0
6578,0
6579,0
6580,0
6581,1.569
6582,30.923
6583,78.288
6584,117.346
6585,153.297
6586,167.59
6587,163.478
6588,163.43
6589,143.496
6590,102.64
6591,70.097
6592,25.412
6593,0.44
6594,0
6595,0
6596,0
6597,0
6598,0
6599,0
6600,0
6601,0
6602,0
6603,0
6604,0
6605,1.554
6606,33.06
6607,81.397
6608,117.362
6609,144.03
6610,176.392
6611,176.227
6612,165.09
6613,151.173
6614,110.773
6615,68.525
6616,26.043
6617,0.679
6618,0
6619,0
6620,0
6621,0
6622,0
6623,0
6624,0
6625,0
6626,0
6627,0
6628,0
6629,1.384
6630,28.749
6631,70.619
6632,112.538
6633,146.827
6634,170.814
6635,182.01
6636,158.63
6637,129.702
6638,98.266
6639,65.865
6640,22.711
6641,0.379
6642,0
6643,0
6644,0
6645,0
6646,0
6647,0
6648,0
6649,0
6650,0
6651,0
6652,0
6653,0.966
6654,29.42
6655,76.183
6656,118.881
6657,156.984
6658,181.141
6659,183.621
6660,182.542
6661,151.36
6662,114.259
6663,76.166
6664,24.787
6665,0.186
6666,0
6667,0
6668,0
6669,0
6670,0
6671,0
6672,0
6673,0
6674,0
6675,0
6676,0
6677,0.661
6678,25.645
6679,72.164
6680,112.458
6681,131.925
6682,159.622
6683,174.223
6684,162.994
6685,132.835
6686,101.52
6687,59.962
6688,19.186
6689,0.272
6690,0
6691,0
6692,0
6693,0
6694,0
6695,0
6696,0
6697,0
6698,0
6699,0
6700,0
6701,0.677
6702,26.394
6703,67.034
6704,101.803
6705,133.902
6706,162.665
6707,169.51
6708,159.067
6709,132.375
6710,102.182
6711,70.055
6712,19.54
6713,0.053
6714,0
6715,0
6716,0
6717,0
6718,0
6719,0
6720,0
6721,0
6722,0
6723,0
6724,0
6725,0.329
6726,27.902
6727,70.442
6728,113.945
6729,151.922
6730,173.305
6731,180.373
6732,165.26
6733,127.969
6734,103.645
6735,62.032
6736,19.117
6737,0.076
6738,0
6739,0
6740,0
6741,0
6742,0
6743,0
6744,0
6745,0
6746,0
6747,0
6748,0
6749,0.147
6750,25.772
6751,72.092
6752,115.068
6753,140.132
6754,149.779
6755,160.194
6756,144.827
6757,120.868
6758,95.102
6759,57.469
6760,15.913
6761,0.043
6762,0
6763,0
6764,0
6765,0
6766,0
6767,0
6768,0
6769,0
6770,0
6771,0
6772,0
6773,0.26
6774,25.381
6775,73.84
6776,115.079
6777,143.128
6778,165.466
6779,170.97
6780,153.331
6781,132.19
6782,96.534
6783,59.88
6784,14.881
6785,0.006
6786,0
6787,0
6788,0
6789,0
6790,0
6791,0
6792,0
6793,0
6794,0
6795,0
6796,0
6797,0.175
6798,24.468
6799,75.442
6800,112.049
6801,138.993
6802,160.493
6803,168.912
6804,155.462
6805,133.862
6806,101.211
6807,60.512
6808,13.969
6809,0.006
6810,0
6811,0
6812,0
6813,0
6814,0
6815,0
6816,0
6817,0
6818,0
6819,0
6820,0
6821,0.229
6822,22.814
6823,63.48
6824,99.215
6825,117.54
6826,132.54
6827,144.72
6828,135.393
6829,122.284
6830,92.266
6831,55.598
6832,13.039
6833,0
6834,0
6835,0
6836,0
6837,0
6838,0
6839,0
6840,0
6841,0
6842,0
6843,0
6844,0
6845,0.187
6846,18.648
6847,61.995
6848,99.323
6849,136.547
6850,152.052
6851,159.541
6852,159.06
6853,125.562
6854,92.277
6855,51.852
6856,10.582
6857,0
6858,0
6859,0
6860,0
6861,0
6862,0
6863,0
6864,0
6865,0
6866,0
6867,0
6868,0
6869,0.076
6870,19.398
6871,64.249
6872,103.297
6873,133.088
6874,139.687
6875,152.266
6876,147.44
6877,123.071
6878,91.977
6879,51.787
6880,11.148
6881,0
6882,0
6883,0
6884,0
6885,0
6886,0
6887,0
6888,0
6889,0
