Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
12/04/2016,18:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-0.40,,,-0.60,,,98,,,1012.79,,,360,,,0.00,,,777700,,,696,,,90,,,0.0930,,,0.140,,,0.0,0,,
12/04/2016,19:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-1.90,,,-2.30,,,97,,,1012.79,,,360,,,0.00,,,777700,,,766,,,80,,,0.0930,,,0.140,,,0.0,0,,
12/04/2016,20:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-2.50,,,-2.80,,,98,,,1012.79,,,127,,,1.00,,,777700,,,667,,,80,,,0.0930,,,0.140,,,0.0,0,,
12/04/2016,21:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-3.20,,,-3.70,,,96,,,1012.79,,,100,,,1.00,,,777700,,,222,,,70,,,0.0930,,,0.140,,,0.0,0,,
12/04/2016,22:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-3.50,,,-3.80,,,97,,,1012.79,,,74,,,1.00,,,777700,,,29,,,70,,,0.0930,,,0.140,,,0.0,0,,
12/04/2016,23:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-3.20,,,-3.70,,,96,,,1012.79,,,88,,,1.00,,,777700,,,29,,,70,,,0.0930,,,0.140,,,0.0,0,,
12/04/2016,24:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-3.20,,,-3.60,,,97,,,1012.79,,,92,,,0.50,,,777700,,,29,,,70,,,0.0930,,,0.140,,,0.0,0,,
12/05/2016,01:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-3.20,,,-3.80,,,95,,,1012.79,,,360,,,0.00,,,777700,,,29,,,70,,,0.0920,,,0.140,,,0.0,0,,
12/05/2016,02:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-3.70,,,-4.00,,,97,,,1012.79,,,67,,,1.00,,,777700,,,29,,,70,,,0.0920,,,0.140,,,0.0,0,,
12/05/2016,03:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-4.20,,,-4.90,,,94,,,1012.79,,,94,,,1.00,,,777700,,,29,,,60,,,0.0920,,,0.140,,,0.0,0,,
12/05/2016,04:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-4.70,,,-5.50,,,93,,,1012.79,,,81,,,1.00,,,777700,,,29,,,60,,,0.0920,,,0.140,,,0.0,0,,
12/05/2016,05:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-4.50,,,-5.10,,,95,,,1012.79,,,50,,,1.00,,,777700,,,29,,,60,,,0.0920,,,0.140,,,0.0,0,,
12/05/2016,06:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-5.00,,,-5.70,,,94,,,1012.79,,,66,,,1.00,,,777700,,,29,,,60,,,0.0920,,,0.140,,,0.0,0,,
12/05/2016,07:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-5.20,,,-6.10,,,93,,,1012.79,,,80,,,1.00,,,777700,,,29,,,50,,,0.0920,,,0.140,,,0.0,0,,
12/05/2016,08:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,-5.20,,,-6.20,,,92,,,1012.79,,,78,,,1.00,,,777700,,,77777,,,50,,,0.0920,,,0.140,,,0.0,0,,
12/05/2016,09:00,77,614,25,,,70,,,18,,,5785,,,9905,,,5431,,,4170,,,10,,,10,,,-5.20,,,-6.00,,,93,,,1012.79,,,87,,,1.00,,,777700,,,77777,,,60,,,0.0920,,,0.140,,,0.0,0,,
12/05/2016,10:00,221,1409,69,,,118,,,52,,,11159,,,15356,,,10310,,,6604,,,10,,,10,,,-2.90,,,-3.50,,,95,,,1012.79,,,104,,,1.00,,,777700,,,77777,,,70,,,0.0920,,,0.140,,,0.0,0,,
12/05/2016,11:00,320,1409,121,,,175,,,80,,,16735,,,24397,,,13146,,,7584,,,10,,,10,,,-1.40,,,-2.20,,,94,,,1012.79,,,92,,,2.00,,,777700,,,77777,,,80,,,0.0920,,,0.150,,,0.0,0,,
12/05/2016,12:00,370,1409,167,,,293,,,92,,,20213,,,36166,,,12252,,,7266,,,9,,,9,,,0.00,,,-1.00,,,92,,,1012.79,,,83,,,2.00,,,777700,,,77777,,,90,,,0.0920,,,0.150,,,0.0,0,,
12/05/2016,13:00,365,1409,182,,,403,,,81,,,18766,,,43345,,,9329,,,5943,,,1,,,8,,,1.60,,,-1.00,,,82,,,1012.8,,,80,,,2.00,,,777700,,,162,,,90,,,0.0920,,,0.150,,,0.0,0,,
12/05/2016,14:00,307,1409,154,,,440,,,61,,,13099,,,39729,,,6777,,,4647,,,7,,,7,,,2.60,,,-0.60,,,79,,,1012.8,,,94,,,3.00,,,777700,,,180,,,90,,,0.0920,,,0.150,,,0.0,0,,
12/05/2016,15:00,199,1409,90,,,340,,,41,,,6331,,,24251,,,3762,,,3079,,,7,,,8,,,2.60,,,-0.30,,,81,,,1012.8,,,87,,,2.00,,,777700,,,180,,,100,,,0.0920,,,0.150,,,0.0,0,,
12/05/2016,16:00,49,1409,27,,,136,,,14,,,1498,,,6936,,,1035,,,983,,,3,,,8,,,0.50,,,-1.90,,,82,,,1012.8,,,81,,,2.00,,,777700,,,195,,,80,,,0.0920,,,0.150,,,0.0,0,,
12/05/2016,17:00,0,380,1,,,0,,,1,,,27,,,0,,,27,,,10,,,9,,,9,,,-1.40,,,-2.50,,,91,,,1012.79,,,82,,,1.00,,,777700,,,173,,,80,,,0.0920,,,0.150,,,0.0,0,,
12/05/2016,18:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,3,,,9,,,-2.70,,,-3.80,,,91,,,1012.79,,,64,,,1.00,,,777700,,,77777,,,70,,,0.0920,,,0.140,,,0.0,0,,
12/05/2016,19:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2,,,9,,,-2.40,,,-3.70,,,90,,,1012.79,,,74,,,2.00,,,777700,,,77777,,,70,,,0.0920,,,0.150,,,0.0,0,,
12/05/2016,20:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,2,,,10,,,-3.50,,,-4.20,,,94,,,1012.79,,,104,,,2.00,,,777700,,,77777,,,70,,,0.0920,,,0.150,,,0.0,0,,
12/05/2016,21:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,-4.70,,,-5.80,,,91,,,1012.79,,,83,,,2.00,,,777700,,,77777,,,60,,,0.0920,,,0.150,,,0.0,0,,
12/05/2016,22:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,-4.70,,,-6.10,,,89,,,1012.79,,,79,,,2.00,,,777700,,,77777,,,50,,,0.0920,,,0.140,,,0.0,0,,
12/05/2016,23:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,-3.90,,,-4.90,,,92,,,1012.79,,,81,,,2.00,,,777700,,,77777,,,60,,,0.0920,,,0.160,,,0.0,0,,
12/05/2016,24:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,-4.50,,,-5.30,,,93,,,1012.79,,,105,,,2.00,,,777700,,,77777,,,60,,,0.0920,,,0.160,,,0.0,0,,
12/06/2016,01:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,-4.90,,,-6.00,,,91,,,1012.79,,,75,,,1.00,,,777700,,,77777,,,60,,,0.0910,,,0.160,,,0.0,0,,
12/06/2016,02:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,-7.00,,,-8.30,,,89,,,1012.78,,,82,,,2.00,,,777700,,,77777,,,40,,,0.0910,,,0.160,,,0.0,0,,
12/06/2016,03:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,-6.20,,,-7.30,,,91,,,1012.78,,,69,,,1.00,,,777700,,,77777,,,50,,,0.0910,,,0.160,,,0.0,0,,
12/06/2016,04:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,-6.40,,,-7.10,,,94,,,1012.78,,,360,,,0.00,,,777700,,,77777,,,50,,,0.0910,,,0.160,,,0.0,0,,
12/06/2016,05:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,-7.00,,,-8.00,,,92,,,1012.78,,,87,,,2.00,,,777700,,,77777,,,50,,,0.0910,,,0.160,,,0.0,0,,
12/06/2016,06:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,-7.20,,,-8.20,,,92,,,1012.78,,,100,,,1.00,,,777700,,,77777,,,40,,,0.0910,,,0.160,,,0.0,0,,
12/06/2016,07:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,-7.50,,,-8.70,,,90,,,1012.78,,,81,,,1.00,,,777700,,,77777,,,40,,,0.0910,,,0.160,,,0.0,0,,
12/06/2016,08:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,-7.20,,,-8.30,,,91,,,1012.78,,,133,,,1.00,,,777700,,,77777,,,40,,,0.0910,,,0.160,,,0.0,0,,
12/06/2016,09:00,73,582,38,,,189,,,17,,,8028,,,32972,,,3892,,,3117,,,0,,,9,,,-5.80,,,-6.80,,,92,,,1012.78,,,125,,,1.00,,,777700,,,77777,,,50,,,0.0910,,,0.160,,,0.0,0,,
12/06/2016,10:00,217,1409,112,,,458,,,40,,,15676,,,52709,,,6405,,,4303,,,0,,,10,,,-4.40,,,-5.30,,,93,,,1012.79,,,100,,,1.00,,,777700,,,77777,,,60,,,0.0910,,,0.160,,,0.0,0,,
12/06/2016,11:00,317,1409,182,,,576,,,55,,,21291,,,61200,,,7742,,,4601,,,0,,,8,,,-1.50,,,-3.40,,,85,,,1012.79,,,117,,,1.00,,,777700,,,77777,,,70,,,0.0910,,,0.140,,,0.0,0,,
12/06/2016,12:00,366,1409,219,,,624,,,61,,,22949,,,63291,,,8080,,,4617,,,0,,,6,,,0.70,,,-3.10,,,73,,,1012.8,,,98,,,1.00,,,777700,,,77777,,,70,,,0.0910,,,0.140,,,0.0,0,,
12/06/2016,13:00,362,1409,215,,,617,,,61,,,20517,,,59747,,,7608,,,4573,,,0,,,5,,,3.00,,,-2.60,,,65,,,1012.8,,,165,,,2.00,,,777700,,,77777,,,80,,,0.0910,,,0.140,,,0.0,0,,
12/06/2016,14:00,304,1409,171,,,555,,,54,,,14441,,,49802,,,6101,,,4216,,,0,,,5,,,3.20,,,-2.20,,,66,,,1012.8,,,133,,,1.00,,,777700,,,77777,,,80,,,0.0910,,,0.140,,,0.0,0,,
12/06/2016,15:00,197,1409,98,,,422,,,37,,,6874,,,30090,,,3488,,,2888,,,0,,,5,,,3.00,,,-2.20,,,67,,,1012.8,,,104,,,1.00,,,777700,,,77777,,,80,,,0.0910,,,0.140,,,0.0,0,,
12/06/2016,16:00,47,1409,29,,,168,,,14,,,1609,,,8568,,,999,,,955,,,0,,,7,,,0.60,,,-2.50,,,78,,,1012.8,,,112,,,0.50,,,777700,,,77777,,,80,,,0.0910,,,0.140,,,0.0,0,,
12/06/2016,17:00,0,366,1,,,0,,,1,,,27,,,0,,,27,,,10,,,0,,,9,,,-1.90,,,-2.90,,,92,,,1012.79,,,360,,,0.00,,,777700,,,77777,,,80,,,0.0910,,,0.140,,,0.0,0,,
12/06/2016,18:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,-3.90,,,-4.90,,,92,,,1012.79,,,89,,,1.00,,,777700,,,77777,,,60,,,0.0910,,,0.140,,,0.0,0,,
12/06/2016,19:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,-3.50,,,-4.00,,,96,,,1012.79,,,100,,,1.00,,,777700,,,77777,,,70,,,0.0910,,,0.140,,,0.0,0,,
12/06/2016,20:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,-4.50,,,-4.70,,,98,,,1012.79,,,360,,,0.00,,,777700,,,77777,,,60,,,0.0910,,,0.140,,,0.0,0,,
12/06/2016,21:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,-4.50,,,-5.00,,,96,,,1012.79,,,360,,,0.00,,,777700,,,77777,,,60,,,0.0910,,,0.140,,,0.0,0,,
12/06/2016,22:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,-6.00,,,-6.70,,,94,,,1012.78,,,92,,,1.00,,,777700,,,77777,,,50,,,0.0910,,,0.140,,,0.0,0,,
12/06/2016,23:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,-5.70,,,-6.80,,,91,,,1012.78,,,83,,,1.00,,,777700,,,77777,,,50,,,0.0910,,,0.160,,,0.0,0,,
12/06/2016,24:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-5.90,,,-6.80,,,93,,,1012.78,,,109,,,1.00,,,777700,,,77777,,,50,,,0.0910,,,0.160,,,0.0,0,,
12/07/2016,01:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-6.00,,,-6.40,,,97,,,1012.78,,,360,,,0.00,,,777700,,,7552,,,50,,,0.0900,,,0.160,,,0.0,0,,
12/07/2016,02:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-6.50,,,-7.20,,,94,,,1012.78,,,360,,,0.00,,,777700,,,7539,,,50,,,0.0900,,,0.160,,,0.0,0,,
12/07/2016,03:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-6.30,,,-7.10,,,93,,,1012.78,,,142,,,0.00,,,777700,,,7261,,,50,,,0.0900,,,0.160,,,0.0,0,,
12/07/2016,04:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-6.50,,,-7.30,,,93,,,1012.78,,,360,,,0.00,,,777700,,,7009,,,50,,,0.0900,,,0.160,,,0.0,0,,
12/07/2016,05:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,-6.70,,,-7.80,,,91,,,1012.78,,,85,,,1.00,,,777700,,,7038,,,50,,,0.0900,,,0.160,,,0.0,0,,
12/07/2016,06:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,-7.00,,,-8.10,,,91,,,1012.78,,,88,,,1.00,,,777700,,,7040,,,50,,,0.0900,,,0.160,,,0.0,0,,
12/07/2016,07:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,-7.20,,,-8.60,,,88,,,1012.78,,,69,,,1.00,,,777700,,,77777,,,40,,,0.0900,,,0.160,,,0.0,0,,
12/07/2016,08:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,-6.70,,,-7.70,,,92,,,1012.78,,,88,,,1.00,,,777700,,,77777,,,50,,,0.0900,,,0.160,,,0.0,0,,
12/07/2016,09:00,69,551,28,,,94,,,19,,,7035,,,16689,,,4961,,,4328,,,9,,,9,,,-5.20,,,-6.20,,,91,,,1012.79,,,134,,,1.00,,,777700,,,77777,,,50,,,0.0900,,,0.160,,,0.0,0,,
12/07/2016,10:00,213,1409,86,,,224,,,52,,,13509,,,26670,,,9814,,,6719,,,9,,,9,,,-3.70,,,-4.80,,,91,,,1012.79,,,118,,,1.00,,,777700,,,77777,,,60,,,0.0900,,,0.160,,,0.0,0,,
12/07/2016,11:00,313,1409,143,,,285,,,81,,,19037,,,35684,,,11780,,,7335,,,9,,,9,,,-1.40,,,-2.50,,,91,,,1012.79,,,126,,,1.00,,,777700,,,77777,,,80,,,0.0900,,,0.140,,,0.0,0,,
12/07/2016,12:00,363,1409,185,,,399,,,84,,,20771,,,44922,,,10254,,,6228,,,8,,,8,,,1.20,,,-1.20,,,83,,,1012.8,,,184,,,1.00,,,777700,,,77777,,,90,,,0.0900,,,0.140,,,0.0,0,,
12/07/2016,13:00,359,1409,190,,,474,,,72,,,17961,,,45033,,,8809,,,5293,,,0,,,8,,,2.10,,,-0.70,,,81,,,1012.8,,,137,,,2.00,,,777700,,,77777,,,90,,,0.0900,,,0.140,,,0.0,0,,
12/07/2016,14:00,302,1409,148,,,409,,,61,,,12319,,,35700,,,6777,,,4693,,,2,,,7,,,3.00,,,-0.20,,,79,,,1012.8,,,137,,,2.00,,,777700,,,289,,,100,,,0.0900,,,0.140,,,0.0,0,,
12/07/2016,15:00,195,1409,82,,,291,,,40,,,5760,,,20528,,,3728,,,3080,,,5,,,8,,,2.50,,,-0.10,,,83,,,1012.8,,,110,,,2.00,,,777700,,,1067,,,100,,,0.0900,,,0.140,,,0.0,0,,
12/07/2016,16:00,46,1409,24,,,112,,,14,,,1359,,,5687,,,1035,,,990,,,9,,,9,,,1.00,,,-0.80,,,87,,,1012.8,,,128,,,2.00,,,777700,,,286,,,90,,,0.0900,,,0.140,,,0.0,0,,
12/07/2016,17:00,0,354,1,,,0,,,1,,,27,,,0,,,27,,,10,,,9,,,9,,,-0.70,,,-1.80,,,91,,,1012.79,,,124,,,2.00,,,777700,,,293,,,80,,,0.0900,,,0.140,,,0.0,0,,
12/07/2016,18:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,-1.00,,,-2.20,,,90,,,1012.79,,,118,,,1.00,,,777700,,,1285,,,80,,,0.0900,,,0.140,,,0.0,0,,
12/07/2016,19:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,0.50,,,-0.70,,,91,,,1012.8,,,128,,,2.00,,,777700,,,1195,,,90,,,0.0900,,,0.140,,,0.0,0,,
12/07/2016,20:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,-1.00,,,-1.90,,,93,,,1012.79,,,360,,,0.00,,,777700,,,1339,,,80,,,0.0900,,,0.140,,,0.0,0,,
12/07/2016,21:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,0.60,,,-1.00,,,88,,,1012.8,,,140,,,2.00,,,777700,,,1317,,,90,,,0.0900,,,0.140,,,0.0,0,,
12/07/2016,22:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,0.70,,,-0.90,,,88,,,1012.8,,,152,,,2.00,,,777700,,,1317,,,90,,,0.0900,,,0.140,,,0.0,0,,
12/07/2016,23:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,1.00,,,-0.80,,,87,,,1012.8,,,152,,,3.00,,,777700,,,1420,,,90,,,0.0900,,,0.150,,,0.0,0,,
12/07/2016,24:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,1.20,,,-0.70,,,87,,,1012.8,,,157,,,2.00,,,777700,,,1222,,,90,,,0.0900,,,0.150,,,0.0,0,,
12/08/2016,01:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,1.20,,,-0.70,,,87,,,1012.8,,,152,,,2.00,,,777700,,,434,,,90,,,0.0900,,,0.150,,,0.0,0,,
12/08/2016,02:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,1.50,,,-0.40,,,87,,,1012.8,,,173,,,3.00,,,777700,,,121,,,100,,,0.0900,,,0.150,,,0.0,0,,
12/08/2016,03:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,1.60,,,-0.30,,,87,,,1012.8,,,176,,,2.00,,,777700,,,88,,,100,,,0.0900,,,0.150,,,0.0,0,,
12/08/2016,04:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,8,,,8,,,1.60,,,-0.40,,,86,,,1012.8,,,155,,,3.00,,,777700,,,76,,,100,,,0.0900,,,0.150,,,0.0,0,,
12/08/2016,05:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,8,,,8,,,2.20,,,-0.20,,,84,,,1012.8,,,171,,,3.00,,,777700,,,89,,,100,,,0.0900,,,0.150,,,0.0,0,,
12/08/2016,06:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,8,,,8,,,2.20,,,-0.10,,,85,,,1012.8,,,175,,,3.00,,,777700,,,89,,,100,,,0.0900,,,0.150,,,0.0,0,,
12/08/2016,07:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,8,,,8,,,2.60,,,-0.20,,,82,,,1012.8,,,182,,,3.00,,,777700,,,82,,,100,,,0.0900,,,0.150,,,0.0,0,,
12/08/2016,08:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,8,,,8,,,3.00,,,0.00,,,81,,,1012.8,,,192,,,4.00,,,777700,,,29,,,100,,,0.0900,,,0.150,,,0.0,0,,
12/08/2016,09:00,66,521,16,,,21,,,14,,,3282,,,2525,,,3282,,,2602,,,8,,,8,,,3.30,,,0.40,,,81,,,1012.8,,,195,,,4.00,,,777700,,,29,,,100,,,0.0900,,,0.150,,,0.0,0,,
12/08/2016,10:00,210,1410,32,,,29,,,29,,,4495,,,1814,,,4495,,,2996,,,8,,,8,,,3.70,,,0.80,,,81,,,1012.8,,,196,,,4.00,,,777700,,,29,,,110,,,0.0900,,,0.150,,,0.0,0,,
12/08/2016,11:00,310,1410,41,,,8,,,40,,,7595,,,1738,,,7361,,,4069,,,7,,,7,,,4.20,,,1.10,,,80,,,1012.8,,,179,,,4.00,,,777700,,,30,,,110,,,0.0900,,,0.140,,,0.0,0,,
12/08/2016,12:00,360,1410,86,,,27,,,79,,,12854,,,6453,,,12301,,,6827,,,7,,,7,,,5.70,,,2.10,,,78,,,1012.8,,,202,,,3.00,,,777700,,,30,,,120,,,0.0900,,,0.140,,,0.0,0,,
12/08/2016,13:00,357,1410,124,,,101,,,99,,,14210,,,11590,,,13205,,,7801,,,7,,,7,,,6.10,,,2.50,,,78,,,1012.8,,,190,,,3.00,,,777700,,,30,,,130,,,0.0900,,,0.140,,,0.0,0,,
12/08/2016,14:00,300,1410,105,,,129,,,78,,,10245,,,11108,,,9559,,,6421,,,7,,,7,,,6.70,,,3.00,,,77,,,1012.81,,,193,,,3.00,,,777700,,,30,,,130,,,0.0900,,,0.140,,,0.0,0,,
12/08/2016,15:00,193,1410,60,,,88,,,48,,,4768,,,6300,,,4768,,,3949,,,7,,,7,,,7.60,,,3.40,,,75,,,1012.81,,,192,,,3.00,,,777700,,,30,,,140,,,0.0900,,,0.140,,,0.0,0,,
12/08/2016,16:00,44,1410,18,,,33,,,15,,,1165,,,1706,,,1165,,,1180,,,7,,,7,,,7.50,,,3.50,,,76,,,1012.81,,,197,,,3.00,,,777700,,,30,,,140,,,0.0900,,,0.140,,,0.0,0,,
12/08/2016,17:00,0,343,1,,,0,,,1,,,27,,,0,,,27,,,10,,,7,,,7,,,6.70,,,3.30,,,79,,,1012.81,,,197,,,4.00,,,777700,,,30,,,140,,,0.0900,,,0.140,,,0.0,0,,
12/08/2016,18:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,7,,,7,,,7.20,,,3.60,,,78,,,1012.81,,,201,,,3.00,,,777700,,,30,,,140,,,0.0900,,,0.140,,,0.0,0,,
12/08/2016,19:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,7,,,7,,,8.00,,,3.80,,,75,,,1012.81,,,205,,,4.00,,,777700,,,30,,,140,,,0.0900,,,0.140,,,0.0,0,,
12/08/2016,20:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,6,,,6,,,8.50,,,3.90,,,73,,,1012.81,,,209,,,4.00,,,777700,,,30,,,150,,,0.0900,,,0.140,,,0.0,0,,
12/08/2016,21:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,7,,,7,,,7.50,,,3.70,,,77,,,1012.81,,,197,,,3.00,,,777700,,,1021,,,140,,,0.0900,,,0.140,,,0.0,0,,
12/08/2016,22:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,7,,,7,,,7.50,,,3.50,,,76,,,1012.81,,,200,,,3.00,,,777700,,,6181,,,140,,,0.0900,,,0.140,,,0.0,0,,
12/08/2016,23:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,6,,,6,,,7.70,,,3.40,,,74,,,1012.81,,,203,,,4.00,,,777700,,,10112,,,140,,,0.0900,,,0.140,,,0.0,0,,
12/08/2016,24:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,6,,,6,,,8.00,,,3.20,,,72,,,1012.81,,,203,,,4.00,,,777700,,,10613,,,140,,,0.0900,,,0.140,,,0.0,0,,
12/09/2016,01:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,6,,,6,,,7.50,,,3.00,,,73,,,1012.81,,,213,,,4.00,,,777700,,,11288,,,130,,,0.0890,,,0.140,,,0.0,0,,
12/09/2016,02:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,6,,,6,,,7.50,,,2.80,,,72,,,1012.81,,,204,,,5.00,,,777700,,,77777,,,130,,,0.0890,,,0.140,,,0.0,0,,
12/09/2016,03:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,6,,,6,,,7.20,,,2.60,,,73,,,1012.81,,,207,,,4.00,,,777700,,,77777,,,130,,,0.0890,,,0.140,,,0.0,0,,
12/09/2016,04:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,6,,,6,,,7.20,,,2.00,,,69,,,1012.81,,,213,,,5.00,,,777700,,,6189,,,120,,,0.0890,,,0.140,,,0.0,0,,
12/09/2016,05:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,5,,,5,,,7.10,,,1.70,,,68,,,1012.81,,,216,,,4.00,,,777700,,,6073,,,120,,,0.0890,,,0.140,,,0.0,0,,
12/09/2016,06:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,5,,,5,,,7.20,,,1.60,,,68,,,1012.81,,,220,,,4.00,,,777700,,,4717,,,120,,,0.0890,,,0.140,,,0.0,0,,
12/09/2016,07:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,5,,,5,,,7.50,,,1.40,,,65,,,1012.81,,,212,,,4.00,,,777700,,,4559,,,110,,,0.0890,,,0.140,,,0.0,0,,
