,global,direct,diffuse,resolution,doy
280,6410.3345,2182.819,4227.5156,05m,281
281,6335.225,2137.438,4197.7866,05m,282
282,6259.9727,2092.4744,4167.498,05m,283
283,6184.6055,2047.9517,4136.654,05m,284
284,6109.15,2003.8922,4105.2573,05m,285
285,6033.6304,1960.3142,4073.3162,05m,286
286,5831.695,1917.234,3914.4607,05m,287
287,5760.45,1874.6929,3885.7573,05m,288
288,5557.133,1831.7772,3725.3557,05m,289
289,5490.1655,1790.8298,3699.336,05m,290
290,5423.36,1750.4064,3672.9534,05m,291
291,5356.7466,1710.5308,3646.2156,05m,292
292,5281.2705,1666.1327,3615.1377,05m,293
293,5215.324,1627.4904,3587.834,05m,294
294,4302.014,1346.9381,2955.076,05m,295
295,3300.0186,916.85077,2383.1677,05m,296
296,3254.706,894.15924,2360.5469,05m,297
297,3208.884,872.14966,2336.7344,05m,298
298,3165.3953,850.82556,2314.5698,05m,299
299,3122.7932,830.18896,2292.6042,05m,300
300,3081.1082,810.2415,2270.8667,05m,301
301,3040.3704,790.9836,2249.3867,05m,302
302,2999.5693,769.0227,2230.5466,05m,303
303,2863.9053,751.5895,2112.3157,05m,304
304,2736.6445,734.8037,2001.8408,05m,305
305,2704.5688,718.66473,1985.904,05m,306
306,2673.4753,703.1714,1970.3038,05m,307
307,2643.3665,688.322,1955.0443,05m,308
308,2614.2644,674.11487,1940.1497,05m,309
309,2586.1917,660.5478,1925.6438,05m,310
310,3576.5066,893.63477,2682.8718,05m,311
311,3547.4666,878.26483,2669.2017,05m,312
312,3519.617,863.65717,2655.9597,05m,313
313,3492.983,849.8125,2643.1704,05m,314
314,3467.603,836.74176,2630.8613,05m,315
315,3442.0134,824.4329,2617.5806,05m,316
316,3419.2546,812.8851,2606.3694,05m,317
317,3397.8071,802.09674,2595.7102,05m,318
318,3377.6921,792.0664,2585.626,05m,319
319,3358.9321,782.7924,2576.1396,05m,320
320,3341.5457,774.273,2567.2727,05m,321
321,3167.2007,766.5066,2400.694,05m,322
322,3154.2542,759.4915,2394.7627,05m,323
323,3142.6616,753.22614,2389.4355,05m,324
324,3132.434,747.709,2384.725,05m,325
325,3123.5813,742.93896,2380.6423,05m,326
326,3116.1128,738.9151,2377.1978,05m,327
327,3110.036,735.6364,2374.3994,05m,328
328,3105.3567,733.1027,2372.254,05m,329
329,3098.7712,726.96356,2371.8079,05m,330
330,3097.099,726.1391,2370.96,05m,331
331,3096.8162,726.03656,2370.7795,05m,332
332,3097.9246,726.6574,2371.267,05m,333
333,3100.4382,728.0169,2372.4214,05m,334
334,3104.3396,730.10016,2374.2395,05m,335
335,3109.629,732.9111,2376.7178,05m,336
336,3116.3018,736.4516,2379.85,05m,337
337,3124.3535,740.7242,2383.6294,05m,338
338,3133.7778,745.7312,2388.0466,05m,339
339,3144.567,751.4751,2393.0918,05m,340
340,3156.7112,757.95874,2398.7524,05m,341
341,0.0,0.0,0.0,05m,342
342,0.0,0.0,0.0,05m,343
343,0.0,0.0,0.0,05m,344
344,0.0,0.0,0.0,05m,345
345,0.0,0.0,0.0,05m,346
346,0.0,0.0,0.0,05m,347
347,0.0,0.0,0.0,05m,348
348,0.0,0.0,0.0,05m,349
349,0.0,0.0,0.0,05m,350
350,0.0,0.0,0.0,05m,351
351,0.0,0.0,0.0,05m,352
352,0.0,0.0,0.0,05m,353
353,0.0,0.0,0.0,05m,354
354,0.0,0.0,0.0,05m,355
355,0.0,0.0,0.0,05m,356
356,0.0,0.0,0.0,05m,357
357,0.0,0.0,0.0,05m,358
358,0.0,0.0,0.0,05m,359
359,0.0,0.0,0.0,05m,360
360,0.0,0.0,0.0,05m,361
361,0.0,0.0,0.0,05m,362
362,0.0,0.0,0.0,05m,363
363,0.0,0.0,0.0,05m,364
364,0.0,0.0,0.0,05m,365
